title_id	title_type	primary_title	original_title	is_adult	start_year	end_year	runtime_minutes
tt0063578	tvMovie	Selbstbedienung	Selbstbedienung	0	1967	\N	90
tt0063895	tvSeries	Doctor in the House	Doctor in the House	0	1969	1970	30
tt0064294	movie	Horse	La horse	0	1970	\N	90
tt0064342	tvEpisode	The Fosters	The Fosters	0	1969	\N	50
tt0064588	movie	Love Is Colder Than Death	Liebe ist kälter als der Tod	0	1969	\N	88
tt0064719	movie	Las nenas del mini-mini	Las nenas del mini-mini	0	1969	\N	89
tt0065052	movie	Svetáci	Svetáci	0	1969	\N	98
tt0065157	short	Untermann - Obermann	Untermann - Obermann	0	1969	\N	44
tt0065184	movie	Viva Max	Viva Max	0	1969	\N	93
tt0066064	movie	The McKenzie Break	The McKenzie Break	0	1970	\N	108
tt0066477	movie	Kung Fu Master - Bruce Lee Style	Ying han	0	1972	\N	84
tt0066808	movie	Bananas	Bananas	0	1971	\N	82
tt0067189	movie	In Trouble	Paragraph 218 - Wir haben abgetrieben, Herr Staatsanwalt	0	1971	\N	83
tt0067229	movie	I Drink Your Blood	I Drink Your Blood	0	1971	\N	83
tt0067411	movie	McCabe & Mrs. Miller	McCabe & Mrs. Miller	0	1971	\N	120
tt0067896	movie	L'udienza	L'udienza	0	1972	\N	112
tt0068003	movie	King Eagle	Ying wang	0	1971	\N	80
tt0068268	movie	Hostess in Heat	Die Bett-Hostessen	0	1973	\N	79
tt0068323	movie	Buck and the Preacher	Buck and the Preacher	0	1972	\N	102
tt0068361	movie	The Discreet Charm of the Bourgeoisie	Le charme discret de la bourgeoisie	0	1972	\N	102
tt0068415	movie	Seven Deaths in the Cat's Eyes	La morte negli occhi del gatto	0	1973	\N	95
tt0069114	movie	Poslizg	Poslizg	0	1972	\N	81
tt0070091	movie	The Gatling Gun	The Gatling Gun	0	1971	\N	93
tt0070185	movie	The Man from Maisinicu	El hombre de Maisinicú	0	1973	\N	124
tt0071149	movie	Win, Place or Steal	Win, Place or Steal	0	1974	\N	88
tt0071559	movie	Gniazdo	Gniazdo	0	1974	\N	94
tt0072288	movie	Thunderbolt and Lightfoot	Thunderbolt and Lightfoot	0	1974	\N	115
tt0072752	movie	The Beast	La bête	0	1975	\N	98
tt0073569	movie	Prem Kahani	Prem Kahani	0	1975	\N	149
tt0073840	tvMovie	Under Western Eyes	Under Western Eyes	0	1975	\N	\N
tt0074739	movie	Kenny & Company	Kenny & Company	0	1976	\N	90
tt0075730	movie	Camouflage	Barwy ochronne	0	1977	\N	106
tt0075923	tvMovie	The Death of Richie	The Death of Richie	0	1977	\N	97
tt0075932	movie	The Lacemaker	La dentellière	0	1977	\N	107
tt0076141	movie	High Anxiety	High Anxiety	0	1977	\N	94
tt0076406	movie	Monsieur Papa	Monsieur Papa	0	1977	\N	105
tt0077372	movie	Corvette Summer	Corvette Summer	0	1978	\N	105
tt0077617	movie	Go Tell the Spartans	Go Tell the Spartans	0	1978	\N	114
tt0078269	movie	The Silent Partner	The Silent Partner	0	1978	\N	106
tt0078388	movie	The Third Walker	The Third Walker	0	1978	\N	84
tt0079055	movie	Dirt	Dirt	0	1979	\N	95
tt0080058	movie	The Humanoid	L'umanoide	0	1979	\N	100
tt0080065	movie	Up River	Up River	0	1979	\N	86
tt0080274	tvMiniSeries	Shogun	Shogun	0	1980	1980	547
tt0080556	movie	The Competition	The Competition	0	1980	\N	123
tt0080744	tvEpisode	Pilot	Pilot	0	1980	\N	104
tt0080868	movie	Hide in Plain Sight	Hide in Plain Sight	0	1980	\N	92
tt0080932	movie	The Invincible	Zong heng tian xia	0	1972	\N	94
tt0081386	movie	Przed odlotem	Przed odlotem	0	1980	\N	96
tt0081506	movie	Shogun Assassin	Shogun Assassin	0	1980	\N	85
tt0081530	movie	Smokey and the Judge	Smokey and the Judge	0	1980	\N	90
tt0081539	movie	Soul Brothers of Kung Fu	Bei po	0	1977	\N	94
tt0082111	movie	Buddy Buddy	Buddy Buddy	0	1981	\N	96
tt0082127	movie	The Oil Conspiracy	Complot Petróleo: La cabeza de la hidra	0	1981	\N	\N
tt0082779	tvMovie	Murder Is Easy	Murder Is Easy	0	1982	\N	90
tt0082910	movie	Piranha II: The Spawning	Piranha Part Two: The Spawning	0	1981	\N	94
tt0083099	movie	So Fine	So Fine	0	1981	\N	90
tt0084494	tvMovie	A Piano for Mrs. Cimino	A Piano for Mrs. Cimino	0	1982	\N	100
tt0084616	movie	Running on Empty	Running on Empty	0	1982	\N	83
tt0084854	movie	Venom	Venom	0	1981	\N	93
tt0084987	tvSeries	The Bill	The Bill	0	1984	2010	\N
tt0085333	movie	Christine	Christine	0	1983	\N	110
tt0086263	movie	Screamtime	Screamtime	0	1983	\N	87
tt0086646	movie	Mad Mission Part 2: Aces Go Places	Zui jia pai dang 2: Da xian shen tong	0	1983	\N	100
tt0087050	movie	Children of the Corn	Children of the Corn	0	1984	\N	92
tt0088195	movie	Streetwalkin'	Streetwalkin'	0	1985	\N	95
tt0088912	tvMovie	Chiller	Chiller	0	1985	\N	94
tt0088950	movie	Count to Ten	Contar hasta diez	0	1985	\N	100
tt0089274	movie	The Hills Have Eyes Part II	The Hills Have Eyes Part II	0	1984	\N	86
tt0089365	movie	Lily in Love	Lily in Love	0	1984	\N	90
tt0089748	movie	When Father Was Away on Business	Otac na sluzbenom putu	0	1985	\N	136
tt0089751	movie	Tora-san, the Go-between	Otoko wa tsurai yo: Torajirô ren'ai juku	0	1985	\N	108
tt0090333	movie	Wizards of the Lost Kingdom	Wizards of the Lost Kingdom	0	1985	\N	72
tt0090633	movie	An American Tail	An American Tail	0	1986	\N	80
tt0090644	movie	Anguish	Angustia	0	1987	\N	86
tt0092216	movie	Willy/Milly	Willy/Milly	0	1986	\N	86
tt0092907	movie	The Dolphin	Ele, o Boto	0	1987	\N	108
tt0093093	movie	The Glass Menagerie	The Glass Menagerie	0	1987	\N	134
tt0093278	movie	Ishtar	Ishtar	0	1987	\N	107
tt0093771	movie	A Prayer for the Dying	A Prayer for the Dying	0	1987	\N	107
tt0094525	tvSeries	Poirot	Poirot	0	1989	2013	100
tt0094599	movie	Fist Fighter	Fist Fighter	0	1988	\N	97
tt0094701	movie	Bad Dreams	Bad Dreams	0	1988	\N	80
tt0094737	movie	Big	Big	0	1988	\N	104
tt0094819	movie	Buster	Buster	0	1988	\N	102
tt0095140	movie	Fatal Pulse	Fatal Pulse	0	1988	\N	90
tt0095162	movie	The Beasts	San gau	0	1980	\N	90
tt0095825	movie	Party Line	Party Line	0	1988	\N	91
tt0096209	movie	Turning Table	La table tournante	0	1988	\N	80
tt0096889	movie	The Banker	The Banker	0	1989	\N	96
tt0097332	movie	Far from Home	Far from Home	0	1989	\N	86
tt0097372	movie	For All Mankind	For All Mankind	0	1989	\N	80
tt0097967	movie	Next of Kin	Next of Kin	0	1989	\N	108
tt0098546	movie	UHF	UHF	0	1989	\N	97
tt0098803	tvSeries	The Girl from Tomorrow	The Girl from Tomorrow	0	1991	1992	23
tt0099326	movie	The Cross of Iberia	La cruz de Iberia	0	1990	\N	94
tt0099818	movie	I Hired a Contract Killer	I Hired a Contract Killer	0	1990	\N	79
tt0100024	movie	Life Is Sweet	Life Is Sweet	0	1990	\N	103
tt0100234	movie	Close-Up	Nema-ye Nazdik	0	1990	\N	98
tt0100300	movie	The Opponent	Qualcuno pagherà	0	1988	\N	93
tt0101356	movie	Another You	Another You	0	1991	\N	94
tt0101694	movie	Deceived	Deceived	0	1991	\N	104
tt0101745	movie	Doc Hollywood	Doc Hollywood	0	1991	\N	104
tt0101797	movie	Edge of Honor	Edge of Honor	0	1991	\N	89
tt0102386	movie	Fist of Fury 1991 II	Man hua wei long	0	1992	\N	93
tt0102613	tvMovie	Our Sons	Our Sons	0	1991	\N	96
tt0102619	movie	The Ox	Oxen	0	1991	\N	92
tt0103223	movie	To Want to Fly	Volere volare	0	1991	\N	94
tt0103239	movie	Wedlock	Wedlock	0	1991	\N	101
tt0103293	movie	Five Girls and a Rope	Wu ge nu zi he yi gen sheng zi	0	1990	\N	123
tt0103436	tvSeries	The Hat Squad	The Hat Squad	0	1992	1993	60
tt0103873	movie	Dead Alive	Braindead	0	1992	\N	104
tt0103994	movie	Like Water for Chocolate	Como agua para chocolate	0	1992	\N	105
tt0103995	movie	Compassion in Exile: The Life of the 14th Dalai Lama	Compassion in Exile: The Life of the 14th Dalai Lama	0	1992	\N	60
tt0104491	tvMovie	In My Daughter's Name	In My Daughter's Name	0	1992	\N	93
tt0104570	movie	Journey of Honor	Kabuto	0	1991	\N	107
tt0105265	movie	A River Runs Through It	A River Runs Through It	0	1992	\N	123
tt0105459	movie	Split Second	Split Second	0	1992	\N	90
tt0105929	tvSeries	Absolutely Fabulous	Absolutely Fabulous	0	1992	2012	45
tt0106673	movie	Dave	Dave	0	1993	\N	110
tt0106879	movie	Faut-il aimer Mathilde?	Faut-il aimer Mathilde?	0	1993	\N	95
tt0106913	movie	Fire on the Amazon	Fire on the Amazon	0	1993	\N	87
tt0108010	movie	Den russiske sangerinde	Den russiske sangerinde	0	1993	\N	119
tt0109410	movie	ChickenHawk	ChickenHawk	0	1994	\N	55
tt0109581	movie	Rage	Rage	0	1993	\N	93
tt0110153	movie	Invisible: The Chronicles of Benjamin Knight	Invisible: The Chronicles of Benjamin Knight	0	1993	\N	83
tt0110361	movie	Lisbon Story	Lisbon Story	0	1994	\N	100
tt0110877	movie	The Postman	Il postino	0	1994	\N	108
tt0110955	movie	The Ref	The Ref	0	1994	\N	97
tt0111341	movie	Satantango	Sátántangó	0	1994	\N	439
tt0112853	movie	Destination Vegas	Destination Vegas	0	1995	\N	78
tt0113419	movie	The Indian in the Cupboard	The Indian in the Cupboard	0	1995	\N	96
tt0114193	movie	Project: Metalbeast	Project: Metalbeast	0	1995	\N	92
tt0114496	movie	Something to Talk About	Something to Talk About	0	1995	\N	106
tt0114866	movie	Voices	Voices	0	1995	\N	93
tt0115059	movie	Lo zio di Brooklyn	Lo zio di Brooklyn	0	1995	\N	98
tt0115525	movie	Always yours, for never	Always yours, for never	0	1996	\N	50
tt0116367	movie	From Dusk Till Dawn	From Dusk Till Dawn	0	1996	\N	108
tt0116999	movie	Marvin's Room	Marvin's Room	0	1996	\N	98
tt0117630	movie	Shikaar	Shikaar	0	1996	\N	\N
tt0117882	tvMovie	Terror in the Family	Terror in the Family	0	1996	\N	86
tt0118174	movie	The Winner	The Winner	0	1996	\N	92
tt0118856	tvMovie	Circuit Breaker	Inhumanoid	0	1996	\N	87
tt0118971	movie	The Devil's Advocate	The Devil's Advocate	0	1997	\N	144
tt0119196	movie	The Gingerbread Man	The Gingerbread Man	0	1998	\N	114
tt0119488	movie	L.A. Confidential	L.A. Confidential	0	1997	\N	138
tt0119545	movie	Little Bigfoot 2: The Journey Home	Little Bigfoot 2: The Journey Home	0	1998	\N	93
tt0119653	movie	Men	Men	0	1997	\N	92
tt0119903	video	Plato's Run	Plato's Run	0	1997	\N	96
tt0120078	tvMovie	Der Schrei der Liebe	Der Schrei der Liebe	0	1997	\N	88
tt0120168	movie	Le sort de l'Amérique	Le sort de l'Amérique	0	1997	\N	81
tt0120389	movie	Turbo: A Power Rangers Movie	Turbo: A Power Rangers Movie	0	1997	\N	99
tt0120489	movie	Christmas Fever	Weihnachtsfieber	0	1997	\N	90
tt0122016	movie	Cerasella	Cerasella	0	1961	\N	104
tt0122082	movie	The Crazy Stranger	Gadjo dilo	0	1997	\N	102
tt0122248	movie	Sex of the Imperial	Sex of the Imperial	0	1991	\N	\N
tt0122619	movie	Murder Melody	Mordets melodi	0	1944	\N	100
tt0123119	tvMovie	Is This Goodbye, Charlie Brown?	Is This Goodbye, Charlie Brown?	0	1983	\N	24
tt0123307	movie	The Three Musketeers	Los tres mosqueteros	0	1945	\N	\N
tt0124151	tvMovie	Suturp - eine Liebesgeschichte	Suturp - eine Liebesgeschichte	0	1981	\N	97
tt0124563	movie	First Time at Cherry High	First Time at Cherry High	1	1984	\N	82
tt0124968	short	1977	1977	0	1996	\N	10
tt0126916	movie	For Love of the Game	For Love of the Game	0	1999	\N	137
tt0127948	short	The Devilish Tenant	Le locataire diabolique	0	1909	\N	6
tt0128250	movie	Himeyuri no tô	Himeyuri no tô	0	1953	\N	130
tt0128362	movie	Mosteiro de Alcobaça	Mosteiro de Alcobaça	0	1937	\N	\N
tt0128961	movie	A Benção dos Automóveis	A Benção dos Automóveis	0	1927	\N	\N
tt0130805	short	Jorge, el pequeño niño bombero	Jorge, el pequeño niño bombero	0	1960	\N	13
tt0130907	movie	Agnus Dei	Nonnebørn	0	1997	\N	90
tt0132011	movie	Caravane	Caravane	0	1934	\N	109
tt0134743	movie	Daughter of the Jungle	Incontro nell'ultimo paradiso	0	1982	\N	92
tt0136752	movie	Clash of Steel	Le chevalier de Pardaillan	0	1962	\N	89
tt0137143	short	Oamenii nostri	Oamenii nostri	0	1964	\N	\N
tt0137452	movie	Cybernator	Cybernator	0	1991	\N	85
tt0137649	video	Gang Bang Party	Gang Bang Party	1	1994	\N	71
tt0138504	movie	A Star Is Falling Upwards	Hvezda pada vzhuru	0	1975	\N	136
tt0138601	video	Tutta una vita	Tutta una vita	1	1992	\N	96
tt0140791	movie	Affair Play	Affair Play	0	1995	\N	95
tt0141313	movie	In the Name of the People	Im Namen des Volkes	0	1939	\N	85
tt0141339	movie	In the Heat of the Night	In the Heat of the Night	1	1990	\N	\N
tt0141923	short	Two Bad Daughters	Two Bad Daughters	0	1988	\N	12
tt0141972	movie	Váróterem	Váróterem	0	1997	\N	61
tt0142409	short	It Happened in Hollywood	It Happened in Hollywood	0	1931	\N	19
tt0143005	tvSeries	Brave Command Dagwon	Yûsha shirei Dagwon	0	1996	\N	\N
tt0143944	movie	Toni	Toni	0	1999	\N	90
tt0146161	video	Rambone: The First Time	Rambone: The First Time	1	1985	\N	80
tt0146449	short	At the Circus	At the Circus	0	1917	\N	\N
tt0146571	movie	College Kickboxers	College Kickboxers	0	1991	\N	89
tt0147145	short	Panicky Pup	Panicky Pup	0	1933	\N	6
tt0149898	movie	Black and White	Black and White	0	1999	\N	97
tt0153379	movie	Auto-stoppeuses en chaleur	Auto-stoppeuses en chaleur	1	1979	\N	90
tt0153399	movie	I'll Never Cry Again	Ulji aneuri	0	1974	\N	115
tt0156464	movie	Le dernier Robin des Bois	Le dernier Robin des Bois	0	1952	\N	93
tt0158250	short	Sukkot	Sukkot	0	1997	\N	13
tt0159995	movie	Angel's Dance	Angel's Dance	0	1999	\N	99
tt0160654	movie	Petit officier... Adieu!	Petit officier... Adieu!	0	1930	\N	\N
tt0160801	movie	The Little Mermaid	Rusalochka	0	1976	\N	81
tt0161924	short	Portugal nos Jogos Olímpicos de Helsínquia	Portugal nos Jogos Olímpicos de Helsínquia	0	1952	\N	14
tt0162135	short	25 Anos de Alegria no Trabalho	25 Anos de Alegria no Trabalho	0	1962	\N	25
tt0162346	movie	Ghost World	Ghost World	0	2001	\N	111
tt0164442	movie	The Bone Crushing Kid	La shou xiao xi	0	1979	\N	89
tt0165309	movie	Dirty Kung Fu	Gui ma gong fu	0	1978	\N	89
tt0165389	movie	Menage Italian Style	Menage all'italiana	0	1965	\N	108
tt0168252	movie	Wegman's World	Wegman's World	0	1996	\N	72
tt0168563	movie	Can't Be Heaven	Can't Be Heaven	0	1999	\N	94
tt0168824	tvShort	Gloves on the Go Go	Gloves on the Go Go	0	1967	\N	5
tt0169455	tvSeries	Inside the Actors Studio	Inside the Actors Studio	0	1994	\N	65
tt0169601	movie	The White Ship	Belyy parokhod	0	1976	\N	100
tt0171172	movie	Luck	La chance	0	1931	\N	75
tt0174255	movie	Screw Loose	Svitati	0	1999	\N	98
tt0174676	movie	Gang Busters	Gang Busters	0	1955	\N	74
tt0174812	movie	Kazhdyy vecher v odinnadtsat	Kazhdyy vecher v odinnadtsat	0	1969	\N	79
tt0176223	movie	Vernal Execution	Tavaszi kivégzés	0	1985	\N	58
tt0176708	short	Fantezii	Fantezii	0	1967	\N	\N
tt0179443	movie	Rancid Aluminum	Rancid Aluminium	0	2000	\N	91
tt0180825	videoGame	Metal Gear Solid	Metal Gear Solid	0	1998	\N	\N
tt0182772	movie	The Beautiful Women's City	The Beautiful Women's City	0	1989	\N	103
tt0184179	movie	2002: A Sex Odyssey	2002: A Sex Odyssey	1	1985	\N	\N
tt0184694	movie	A Madona de Cedro	A Madona de Cedro	0	1968	\N	110
tt0185162	short	Way to the Virgin Space	Arei no kagami	0	1985	\N	22
tt0185618	tvMovie	Princesse Alexandra	Princesse Alexandra	0	1992	\N	180
tt0185937	movie	The Blair Witch Project	The Blair Witch Project	0	1999	\N	81
tt0185971	movie	The Street Calls	La calle grita	0	1948	\N	95
tt0186277	movie	The Proper Way	Kosodate gokko	0	1979	\N	118
tt0186690	video	Wendy Has Whoppers	Wendy Has Whoppers	1	1996	\N	64
tt0187738	movie	Blade II	Blade II	0	2002	\N	117
tt0189142	movie	Marcel Proust's Time Regained	Le temps retrouvé, d'après l'oeuvre de Marcel Proust	0	1999	\N	169
