name_id	name_	birth_year	death_year
nm0000234	Charlize Theron	1975	\N
nm0000235	Uma Thurman	1970	\N
nm0000236	Jennifer Tilly	1958	\N
nm0000242	Mark Wahlberg	1971	\N
nm0000243	Denzel Washington	1954	\N
nm0000244	Sigourney Weaver	1949	\N
nm0000245	Robin Williams	1951	2014
nm0000248	Edward D. Wood Jr.	1924	1978
nm0000254	Isabelle Adjani	1955	\N
nm0000255	Ben Affleck	1972	\N
nm0000257	Alan Alda	1936	\N
nm0000261	Karen Allen	1951	\N
nm0000264	Pedro AlmodÃ³var	1949	\N
nm0000265	Robert Altman	1925	2006
nm0000267	Julie Andrews	1935	\N
nm0000268	Ann-Margret	1941	\N
nm0000269	Jean-Jacques Annaud	1943	\N
nm0000271	Anne Archer	1947	\N
nm0000274	David Arquette	1971	\N
nm0000275	Rosanna Arquette	1959	\N
nm0000276	Sean Astin	1971	\N
nm0000277	Richard Attenborough	1923	2014
nm0000283	Brenda Bakke	1963	\N
nm0000284	Adam Baldwin	1962	\N
nm0000285	Alec Baldwin	1958	\N
nm0000288	Christian Bale	1974	\N
nm0000295	Kate Beckinsale	1973	\N
nm0000300	Juliette Binoche	1964	\N
nm0000301	Thora Birch	1982	\N
nm0000303	Honor Blackman	1925	2020
nm0000304	Linda Blair	1959	\N
nm0000305	Mel Blanc	1908	1989
nm0000306	Brian Blessed	1936	\N
nm0000308	Ernest Borgnine	1917	2012
nm0000313	Jeff Bridges	1949	\N
nm0000314	Charles Bronson	1921	2003
nm0000316	Mel Brooks	1926	\N
nm0000317	Clancy Brown	1959	\N
nm0000320	Luis BuÃ±uel	1900	1983
nm0000321	Gabriel Byrne	1950	\N
nm0000322	Emmanuelle BÃ©art	1963	\N
nm0000326	Kim Cattrall	1956	\N
nm0000328	Richard Chamberlain	1934	\N
nm0000330	Stockard Channing	1944	\N
nm0000335	Glenn Close	1947	\N
nm0000337	Rachael Leigh Cook	1979	\N
nm0000338	Francis Ford Coppola	1939	\N
nm0000339	Roger Corman	1926	\N
nm0000348	Tony Curtis	1925	2010
nm0000352	Vincent D'Onofrio	1959	\N
nm0000353	Willem Dafoe	1955	\N
nm0000354	Matt Damon	1970	\N
nm0000355	Anthony Daniels	1946	\N
nm0000356	Sybil Danning	\N	\N
nm0000360	Rebecca De Mornay	1959	\N
nm0000364	Sandra Dee	1942	2005
nm0000365	Julie Delpy	1969	\N
nm0000366	Catherine Deneuve	1943	\N
nm0000367	GÃ©rard Depardieu	1948	\N
nm0000369	Matt Dillon	1964	\N
nm0000370	Walt Disney	1901	1966
nm0000375	Robert Downey Jr.	1965	\N
nm0000377	Richard Dreyfuss	1947	\N
nm0000378	Minnie Driver	1970	\N
nm0000380	Robert Duvall	1931	\N
nm0000392	Morgan Fairchild	1950	\N
nm0000397	Corey Feldman	1971	\N
nm0000398	Sally Field	1946	\N
nm0000401	Laurence Fishburne	1961	\N
nm0000404	Jane Fonda	1937	\N
nm0000406	John Ford	1894	1973
nm0000419	Jean-Luc Godard	1930	2022
nm0000422	John Goodman	1952	\N
nm0000424	Hugh Grant	1960	\N
nm0000428	D.W. Griffith	1875	1948
nm0000431	Taylor Hackford	1944	\N
nm0000434	Mark Hamill	1951	\N
nm0000435	Daryl Hannah	1960	\N
nm0000436	Curtis Hanson	1945	2016
nm0000437	Woody Harrelson	1961	\N
nm0000438	Ed Harris	1950	\N
nm0000439	Neil Patrick Harris	1973	\N
nm0000442	Rutger Hauer	1944	2019
nm0000443	Goldie Hawn	1945	\N
nm0000447	Marilu Henner	1952	\N
nm0000448	Lance Henriksen	1940	\N
nm0000454	Dennis Hopper	1936	2010
nm0000456	Holly Hunter	1958	\N
nm0000457	John Hurt	1940	2017
nm0000465	Ron Jeremy	1953	\N
nm0000469	James Earl Jones	1931	\N
nm0000470	Jeffrey Jones	1946	\N
nm0000473	Diane Keaton	1946	\N
nm0000474	Michael Keaton	1951	\N
nm0000485	Fritz Lang	1890	1976
nm0000489	Christopher Lee	1922	2015
nm0000491	John Leguizamo	1960	\N
nm0000493	Jack Lemmon	1925	2001
nm0000496	Juliette Lewis	1973	\N
nm0000501	Ray Liotta	1954	2022
nm0000502	Christopher Lloyd	1938	\N
nm0000505	Nia Long	1970	\N
nm0000506	Julia Louis-Dreyfus	1961	\N
nm0000507	Rob Lowe	1964	\N
nm0000509	Bela Lugosi	1882	1956
nm0000513	William H. Macy	1950	\N
nm0000514	Michael Madsen	1957	\N
nm0000518	John Malkovich	1953	\N
nm0000520	Michael Mann	1943	\N
nm0000527	Walter Matthau	1920	2000
nm0000532	Malcolm McDowell	1943	\N
nm0000535	Rose McGowan	1973	\N
nm0000537	Steve McQueen	1930	1980
nm0000538	Colm Meaney	1953	\N
nm0000541	Bette Midler	1945	\N
nm0000547	Alfred Molina	1953	\N
nm0000548	Elizabeth Montgomery	1933	1995
nm0000551	Dermot Mulroney	1963	\N
nm0000552	Eddie Murphy	1961	\N
nm0000553	Liam Neeson	1952	\N
nm0000559	Leonard Nimoy	1931	2015
nm0000561	Peter North	1957	\N
nm0000562	Jeremy Northam	1961	\N
nm0000563	Chris O'Donnell	1970	\N
nm0000568	Frank Oz	1944	\N
nm0000572	Sarah Jessica Parker	1965	\N
nm0000573	Dolly Parton	1946	\N
nm0000575	Alexandra Paul	1963	\N
nm0000579	Ron Perlman	1950	\N
nm0000587	Donald Pleasence	1919	1995
nm0000590	Edgar Allan Poe	1809	1849
nm0000593	Kelly Preston	1962	2020
nm0000598	Dennis Quaid	1954	\N
nm0000600	Sam Raimi	1959	\N
nm0000602	Robert Redford	1936	\N
nm0000604	John C. Reilly	1965	\N
nm0000605	Brad Renfro	1982	2008
nm0000608	Burt Reynolds	1936	2018
nm0000610	Giovanni Ribisi	1974	\N
nm0000615	John Ritter	1948	2003
nm0000616	Eric Roberts	1956	\N
nm0000619	Tim Roth	1961	\N
nm0000620	Mickey Rourke	1952	\N
nm0000621	Kurt Russell	1951	\N
nm0000626	John Sayles	1950	\N
nm0000627	Greta Scacchi	1960	\N
nm0000631	Ridley Scott	1937	\N
nm0000636	William Shakespeare	1564	1616
nm0000638	William Shatner	1931	\N
nm0000643	Tom Skerritt	1933	\N
nm0000648	Wesley Snipes	1962	\N
nm0000651	Sissy Spacek	1949	\N
nm0000652	James Spader	1960	\N
nm0000654	Terence Stamp	1938	\N
nm0000658	Meryl Streep	1949	\N
nm0000659	Barbra Streisand	1942	\N
nm0000664	Patrick Swayze	1952	2009
nm0000673	Marisa Tomei	1964	\N
nm0000681	Vince Vaughn	1970	\N
nm0000685	Jon Voight	1938	\N
nm0000689	Julie Warner	1965	\N
nm0000691	John Waters	1946	\N
nm0000694	Wim Wenders	1945	\N
nm0000697	Billy Wilder	1906	2002
nm0000698	Gene Wilder	1933	2016
nm0000704	Elijah Wood	1981	\N
nm0000707	Sean Young	1959	\N
nm0000713	Joel Oliansky	1935	2002
nm0000717	Kareem Abdul-Jabbar	1947	\N
nm0000733	Anouk AimÃ©e	1932	\N
nm0000734	Eddie Albert	1906	2005
nm0000738	Muhammad Ali	1942	2016
nm0000741	Tim Allen	1953	\N
nm0000742	June Allyson	1917	2006
nm0000752	Judith Anderson	1897	1992
nm0000763	Dana Andrews	1909	1992
nm0000768	Francesca Annis	1945	\N
nm0000769	Susan Anspach	1942	2018
nm0000770	David Anspaugh	1946	\N
nm0000771	Lysette Anthony	1963	\N
nm0000775	Christina Applegate	1971	\N
nm0000778	Alfonso Arau	1932	\N
nm0000782	Asia Argento	1975	\N
nm0000799	Edward Asner	1929	2021
nm0000800	Armand Assante	1949	\N
nm0000801	Olivier Assayas	1955	\N
nm0000802	Mary Astor	1906	1987
nm0000809	Daniel Auteuil	1950	\N
nm0000820	Burt Bacharach	1928	2023
nm0000822	Jim Backus	1913	1989
nm0000825	Mary Badham	1952	\N
nm0000826	Jane Badler	1953	\N
nm0000828	Barbara Bain	1931	\N
nm0000836	Scott Bakula	1954	\N
nm0000840	Lucille Ball	1911	1989
nm0000841	Michael Ballhaus	1935	2017
nm0000842	Martin Balsam	1919	1996
nm0000865	Richard Basehart	1914	1984
nm0000867	Jason Bateman	1969	\N
nm0000869	Alan Bates	1934	2003
nm0000871	Randall Batinkoff	1968	\N
nm0000872	Patrick Bauchau	1938	\N
nm0000874	Steven Bauer	1956	\N
nm0000875	L. Frank Baum	1856	1919
nm0000881	Michael Bay	1965	\N
nm0000882	Nathalie Baye	1948	\N
nm0000885	Ned Beatty	1937	2021
nm0000886	Warren Beatty	1937	\N
nm0000890	Noah Beery Jr.	1913	1994
nm0000891	Wallace Beery	1885	1949
nm0000893	Ed Begley Jr.	1949	\N
nm0000894	Jean-Jacques Beineix	1946	2022
nm0000896	Harry Belafonte	1927	\N
nm0000898	Kathleen Beller	1956	\N
nm0000902	Jim Belushi	1954	\N
nm0000906	Annette Bening	1958	\N
nm0000910	Joan Bennett	1910	1990
nm0000912	Jack Benny	1894	1974
nm0000913	Robby Benson	1956	\N
nm0000920	Patrick Bergin	1951	\N
nm0000921	Andrew Bergman	1945	\N
nm0000923	Busby Berkeley	1895	1976
nm0000929	Corbin Bernsen	1954	\N
nm0000931	Elizabeth Berridge	1962	\N
nm0000932	Halle Berry	1966	\N
nm0000933	Valerie Bertinelli	1960	\N
nm0000935	Bibi Besch	1942	1996
nm0000940	Bigas Luna	1946	2013
nm0000945	Jane Birkin	1946	\N
nm0000947	Karen Black	1939	2013
nm0000949	Cate Blanchett	1969	\N
nm0000950	Brenda Blethyn	1946	\N
nm0000953	Peter Bogdanovich	1939	2022
nm0000954	Jon Bon Jovi	1962	\N
nm0000960	Barry Bostwick	1945	\N
nm0000964	Charles Boyer	1899	1978
nm0000967	Eric Braeden	1941	\N
nm0000968	Sonia Braga	1950	\N
nm0000972	Tinto Brass	1933	\N
nm0000974	Walter Brennan	1894	1974
nm0000978	Lloyd Bridges	1913	1998
nm0000980	Jim Broadbent	1949	\N
nm0000985	James L. Brooks	1940	\N
nm0000988	Jerry Bruckheimer	1943	\N
nm0000995	Ellen Burstyn	1932	\N
nm0000996	LeVar Burton	1957	\N
nm0000997	Gary Busey	1944	\N
nm0001000	Tom Byron	1961	\N
nm0001001	James Caan	1940	2022
nm0001002	Dean Cain	1966	\N
nm0001005	Jane Campion	1954	\N
nm0001009	Kate Capshaw	1953	\N
nm0001011	Irene Cara	1959	2022
nm0001012	Claudia Cardinale	1938	\N
nm0001014	Mariah Carey	1969	\N
nm0001017	John Carradine	1906	1988
nm0001027	Shaun Cassidy	1958	\N
nm0001029	Jim Caviezel	1968	\N
nm0001031	Claude Chabrol	1930	2010
nm0001033	Lon Chaney Jr.	1906	1973
nm0001036	Geraldine Chaplin	1944	\N
nm0001040	Joan Chen	1961	\N
nm0001046	Julie Christie	1940	\N
nm0001047	Michael Cimino	1939	2016
nm0001051	Bill Clinton	1946	\N
nm0001055	Claudette Colbert	1903	1996
nm0001056	Dabney Coleman	1932	\N
nm0001058	Joan Collins	1933	\N
nm0001063	Jeff Conaway	1950	2011
nm0001065	Harry Connick Jr.	1967	\N
nm0001068	Sofia Coppola	1971	\N
nm0001070	Bill Cosby	1937	\N
nm0001072	Joseph Cotten	1905	1994
nm0001076	Joan Crawford	1905	1977
nm0001078	Bing Crosby	1903	1977
nm0001080	Lindsay Crouse	1948	\N
nm0001086	Alan Cumming	1965	\N
nm0001090	Joe D'Amato	1936	1999
nm0001095	BÃ©atrice Dalle	1964	\N
nm0001098	Rodney Dangerfield	1921	2004
nm0001103	Tony Danza	1951	\N
nm0001106	Racquel Darrian	1968	\N
nm0001110	Embeth Davidtz	1965	\N
nm0001114	Judy Davis	1955	\N
nm0001116	Warwick Davis	1970	\N
nm0001121	Brandon De Wilde	1942	1972
nm0001122	Ellen DeGeneres	1958	\N
nm0001123	Dom DeLuise	1933	2009
nm0001126	Kim Delaney	1958	\N
nm0001127	Dana Delany	\N	\N
nm0001130	Ted Demme	1963	2002
nm0001132	Judi Dench	1934	\N
nm0001137	William Devane	1939	\N
nm0001140	Philip K. Dick	1928	1982
nm0001144	CÃ©line Dion	1968	\N
nm0001151	Stephen Dorff	1973	\N
nm0001152	Illeana Douglas	1961	\N
nm0001153	Lesley-Anne Down	1954	\N
nm0001155	Patrick Duffy	1949	\N
nm0001157	Patty Duke	1946	2016
nm0001162	Griffin Dunne	1955	\N
nm0001163	Roy Dupuis	1963	\N
nm0001170	Roger Ebert	1942	2013
nm0001174	Barbara Eden	1931	\N
nm0001180	Britt Ekland	1942	\N
nm0001186	Denholm Elliott	1922	1992
nm0001191	Adam Sandler	1966	\N
nm0001198	Debrah Farentino	1959	\N
nm0001199	Dennis Farina	1944	2013
nm0001201	Mia Farrow	1945	\N
nm0001202	Rainer Werner Fassbinder	1945	1982
nm0001207	JosÃ© Ferrer	1912	1992
nm0001212	Joseph Fiennes	1970	\N
nm0001216	Tara Fitzgerald	1967	\N
nm0001220	Ian Fleming	1908	1964
nm0001227	Megan Follows	1968	\N
nm0001233	Robert Forster	1941	2019
nm0001239	John Frankenheimer	1930	2002
nm0001242	Matt Frewer	1958	\N
nm0001244	Sadie Frost	1965	\N
nm0001252	Vincent Gallo	1961	\N
nm0001259	Jennie Garth	1972	\N
nm0001260	John Gavin	1931	2018
nm0001262	Ben Gazzara	1930	2012
nm0001264	Sarah Michelle Gellar	1977	\N
nm0001271	Melissa Gilbert	1964	\N
nm0001274	Paul Michael Glaser	1943	\N
nm0001275	Philip Glass	1937	\N
nm0001285	Elliott Gould	1938	\N
nm0001293	Seth Green	1974	\N
nm0001298	Richard Grieco	1965	\N
nm0001300	John Grisham	1955	\N
nm0001301	Charles Grodin	1935	2021
nm0001314	John Hannah	1962	\N
nm0001315	Marcia Gay Harden	1959	\N
nm0001316	Oliver Hardy	1892	1957
nm0001320	Valerie Harper	1939	2019
nm0001326	Josh Hartnett	1978	\N
nm0001327	David Hasselhoff	1952	\N
nm0001333	Susan Hayward	1917	1975
nm0001334	John Heard	1946	2017
nm0001336	Van Heflin	1908	1971
nm0001338	Brian Helgeland	\N	\N
nm0001341	Florence Henderson	1934	2016
nm0001349	Jennifer Love Hewitt	1979	\N
nm0001352	Terence Hill	1939	\N
nm0001356	Hulk Hogan	1953	\N
nm0001357	Paul Hogan	1939	\N
nm0001360	John Holmes	1944	1988
nm0001361	Tobe Hooper	1943	2017
nm0001362	Bob Hope	1903	2003
nm0001363	Jane Horrocks	1964	\N
nm0001364	Bob Hoskins	1942	2014
nm0001370	Finola Hughes	1959	\N
nm0001372	Bonnie Hunt	1961	\N
nm0001374	Jeffrey Hunter	1926	1969
nm0001376	Isabelle Huppert	1953	\N
nm0001379	John Huston	1906	1987
nm0001388	Amy Irving	1953	\N
nm0001392	Peter Jackson	1961	\N
nm0001394	Derek Jacobi	1938	\N
nm0001398	Jenna Jameson	1974	\N
nm0001399	Marianne Jean-Baptiste	1967	\N
nm0001404	Madeline Kahn	1942	1999
nm0001412	Andy Kaufman	1949	1984
nm0001413	Julie Kavner	1950	\N
nm0001417	Brian Keith	1921	1997
nm0001421	George Kennedy	1925	2016
nm0001423	Richard Kiel	1939	2014
nm0001428	Klaus Kinski	1926	1991
nm0001430	Jack Klugman	1922	2012
nm0001434	Kris Kristofferson	1936	\N
nm0001435	Lisa Kudrow	1963	\N
nm0001437	Emir Kusturica	1954	\N
nm0001439	Anthony LaPaglia	1959	\N
nm0001440	Cheryl Ladd	1951	\N
nm0001442	Ricki Lake	1968	\N
nm0001447	Nathan Lane	1956	\N
nm0001449	Frank Langella	1938	\N
nm0001458	Cloris Leachman	1926	2021
nm0001459	Denis Leary	1957	\N
nm0001460	Mimi Leder	1952	\N
nm0001461	Virginie Ledoyen	1976	\N
nm0001463	Janet Leigh	1927	2004
nm0001467	Jared Leto	1971	\N
nm0001468	David Letterman	1947	\N
nm0001469	Barry Levinson	1942	\N
nm0001489	Paul Lynde	1926	1982
nm0001494	Ralph Macchio	1961	\N
nm0001505	Joe Mantegna	1947	\N
nm0001508	Penny Marshall	1943	2018
nm0001509	Dean Martin	1917	1995
nm0001514	Victor Mature	1913	1999
nm0001518	Dylan McDermott	1961	\N
nm0001521	Mary McDonnell	1952	\N
nm0001535	Dale Midkiff	1959	\N
nm0001536	ToshirÃ´ Mifune	1920	1997
nm0001539	Hayley Mills	1946	\N
nm0001540	Rachel Miner	1980	\N
nm0001545	Dudley Moore	1935	2002
nm0001553	Ennio Morricone	1928	2020
nm0001557	Viggo Mortensen	1958	\N
nm0001562	Kathy Najimy	1957	\N
nm0001564	Bebe Neuwirth	1958	\N
nm0001567	Connie Nielsen	1965	\N
nm0001570	Edward Norton	1969	\N
nm0001582	Susan Olsen	1961	\N
nm0001589	Michael Palin	1943	\N
nm0001595	Michael ParÃ©	1958	\N
nm0001602	Guy Pearce	1967	\N
nm0001610	Elizabeth Perkins	1960	\N
nm0001618	Joaquin Phoenix	1974	\N
nm0001626	Christopher Plummer	1929	2021
nm0001627	Sidney Poitier	1927	2022
nm0001633	Annie Potts	1952	\N
nm0001637	Vincent Price	1911	1993
nm0001638	JÃ¼rgen Prochnow	1941	\N
nm0001640	Richard Pryor	1940	2005
nm0001641	Vincent Perez	1964	\N
nm0001645	Serge Ladouceur	1952	\N
nm0001651	Basil Rathbone	1892	1967
nm0001653	Stephen Rea	1946	\N
nm0001655	Lynn Redgrave	1943	2010
nm0001656	Donna Reed	1921	1986
nm0001657	Oliver Reed	1938	1999
nm0001658	Robert Reed	1932	1992
nm0001664	James Remar	1953	\N
nm0001665	Lee Remick	1935	1991
nm0001666	Debbie Reynolds	1932	2016
nm0001670	Natasha Richardson	1963	2009
nm0001672	Joan Rivers	1933	2014
nm0001674	Chris Rock	1965	\N
nm0001675	Robert Rodriguez	1968	\N
nm0001687	Gena Rowlands	1930	\N
nm0001688	Alan Ruck	1956	\N
nm0001689	Mercedes Ruehl	1948	\N
nm0001694	Meredith Salenger	1970	\N
nm0001695	George Sanders	1906	1972
nm0001702	Roy Scheider	1932	2008
nm0001705	Rob Schneider	1963	\N
nm0001710	David Schwimmer	1966	\N
nm0001725	Omar Sharif	1932	2015
nm0001728	Wallace Shawn	1943	\N
nm0001729	Craig Sheffer	1960	\N
nm0001732	Cybill Shepherd	1950	\N
nm0001737	Martin Short	1950	\N
nm0001741	Bryan Singer	1965	\N
nm0001743	Marc Singer	1948	\N
nm0001744	Tom Sizemore	1961	\N
nm0001745	Stellan SkarsgÃ¥rd	1951	\N
nm0001749	Maggie Smith	1934	\N
nm0001754	Todd Solondz	1959	\N
nm0001758	Timothy Spall	1957	\N
nm0001761	Jerry Springer	1944	\N
nm0001762	Jill St. John	1940	\N
nm0001769	Howard Stern	1954	\N
nm0001773	David Ogden Stiers	1942	2018
nm0001777	Dean Stockwell	1936	2021
nm0001782	Susan Strasberg	1938	1999
nm0001787	Jeffrey Tambor	1944	\N
nm0001791	Robert Taylor	1911	1969
nm0001792	Rod Taylor	1930	2015
nm0001796	Richard Thomas	1951	\N
nm0001797	Rachel Ticotin	1958	\N
nm0001801	Robert Towne	1934	\N
nm0001803	Danny Trejo	1944	\N
nm0001804	Stanley Tucci	1960	\N
nm0001805	Lana Turner	1921	1995
nm0001808	Tracey Ullman	1959	\N
nm0001811	Peter Ustinov	1921	2004
nm0001822	Robert Wagner	1930	\N
nm0001823	Tom Waits	1949	\N
nm0001828	Melora Walters	1960	\N
nm0001831	David Warner	1941	2022
nm0001833	Emily Watson	1967	\N
nm0001842	Adam West	1928	2017
nm0001846	Vanna White	1957	\N
nm0001847	Richard Widmark	1914	2008
nm0001856	Oprah Winfrey	1954	\N
nm0001859	Shelley Winters	1920	2006
nm0001870	Robert Young	1907	1998
nm0001872	Steve Zahn	1967	\N
nm0001877	Hans Zimmer	1957	\N
nm0001880	Edward Zwick	1952	\N
nm0001881	Maryam d'Abo	1960	\N
nm0001884	Max von Sydow	1929	2020
nm0001888	Robert Douglas	1909	1999
nm0001902	Edward Albert	1951	2006
nm0001903	Norma Aleandro	1936	\N
nm0001904	Corey Allen	1934	2010
nm0001908	Gilbert M. 'Broncho Billy' Anderson	1880	1971
nm0001910	Kenneth Anger	1927	\N
nm0001914	Adam Ant	1954	\N
nm0001918	Louis Armstrong	1901	1971
nm0001922	Jean-Pierre Aumont	1911	2001
nm0001931	Binnie Barnes	1903	1998
nm0001933	Geoffrey Bayldon	1924	2017
nm0001935	Noah Beery	1882	1946
nm0001937	Marco Beltrami	1966	\N
nm0001939	Maurice Benard	1963	\N
nm0001941	Iris Berben	1950	\N
nm0001943	Marisa Berenson	1947	\N
nm0001945	Claude Berri	1934	2009
nm0001960	Romane Bohringer	1973	\N
nm0001966	Clara Bow	1905	1965
nm0001973	Christie Brinkley	1954	\N
nm0001983	Rory Calhoun	1922	1999
nm0001987	Tantoo Cardinal	1950	\N
nm0001992	Johnny Carson	1925	2005
nm0001994	Michael Caton-Jones	1957	\N
nm0001995	George Chakiris	1932	\N
nm0002005	Agatha Christie	1890	1976
nm0002006	Thomas Haden Church	1960	\N
nm0002008	Eric Clapton	1945	\N
nm0002011	Lee J. Cobb	1911	1976
nm0002015	Phil Collins	1951	\N
nm0002016	William Conrad	1920	1994
nm0002021	NoÃ«l Coward	1899	1973
nm0002028	Sheryl Crow	1962	\N
nm0002029	Maria Grazia Cucinotta	1968	\N
nm0002031	Michael Curtiz	1886	1962
nm0002035	Sammy Davis Jr.	1925	1990
nm0002038	Gloria DeHaven	1925	2016
nm0002039	Ruby Dee	1922	2014
nm0002043	Madhuri Dixit	1967	\N
nm0002045	Stanley Donen	1924	2019
nm0002048	Melvyn Douglas	1901	1981
nm0002054	Sheena Easton	1959	\N
nm0002055	Alison Eastwood	1972	\N
nm0002056	Christine Ebersole	1953	\N
nm0002057	Richard Edson	1954	\N
nm0002058	Samantha Eggar	1939	\N
nm0002065	Gloria Estefan	1957	\N
nm0002072	Mel Ferrer	1917	2008
nm0002076	Jason Flemyng	1966	\N
nm0002077	Dexter Fletcher	1966	\N
nm0002079	Steve Forrest	1925	2013
nm0002083	Carl Franklin	1949	\N
nm0002085	Gert FrÃ¶be	1913	1988
nm0002089	Sidney J. Furie	1933	\N
nm0002090	Zach Galligan	1964	\N
nm0002092	John Garfield	1913	1952
nm0002102	Sharon Gless	1943	\N
nm0002119	Arsenio Hall	1956	\N
nm0002120	Lasse HallstrÃ¶m	1946	\N
nm0002121	Margaret Hamilton	1902	1985
nm0002134	Paul Henreid	1908	1992
nm0002143	Edward Everett Horton	1886	1970
nm0002145	Trevor Howard	1913	1988
nm0002146	James Wong Howe	1899	1976
nm0002149	Betty Hutton	1921	2007
nm0002154	Alfred Abel	1879	1937
nm0002161	Hans Albers	1891	1960
nm0002164	Irving Allen	1905	1987
nm0002170	Ashok Amritraj	1957	\N
nm0002173	Laurie Anderson	1947	\N
nm0002179	George Archainbaud	1890	1959
nm0002192	Michel Audiard	1920	1985
nm0002197	William Axt	1888	1959
nm0002198	Charles Aznavour	1924	2018
nm0002207	Richard Franklin	1948	2007
nm0002217	Mychael Danna	1958	\N
nm0002224	James Moll	\N	\N
nm0002226	Misha Segal	1943	\N
nm0002228	Nicholas Musuraca	1892	1975
nm0002231	Gian Maria VolontÃ¨	1933	1994
nm0002283	Rodney Taylor	\N	\N
nm0002285	Pat O'Brien	1899	1983
nm0002332	Stephen Lang	1952	\N
nm0002354	John Williams	1932	\N
nm0002366	Christopher Young	\N	\N
nm0002379	Hans Moser	1880	1964
