titleId	average_rating	num_votes
tt0023516	5.9	79
tt0023539	6.2	42
tt0023622	8.0	15201
tt0023629	6.9	1170
tt0023634	7.9	5796
tt0023685	6.3	526
tt0023736	6.3	97
tt0023773	5.9	17
tt0023847	6.5	228
tt0023882	6.5	36
tt0023938	6.3	602
tt0023939	6.7	301
tt0023969	7.8	60872
tt0024099	6.0	64
tt0024184	7.6	36934
tt0024193	6.9	146
tt0024210	6.9	3670
tt0024218	5.9	31
tt0024269	7.0	288
tt0024285	7.6	1509
tt0024336	5.7	64
tt0024434	5.2	53
tt0024494	6.3	39
tt0024568	6.3	32
tt0024576	6.1	30
tt0024613	6.1	282
tt0024674	6.3	567
tt0024744	5.8	156
tt0024792	6.5	1381
tt0024875	5.7	62
tt0024932	6.9	411
tt0024933	6.1	338
tt0024962	6.3	672
tt0024981	6.1	256
tt0025007	7.0	25
tt0025126	6.6	837
tt0025133	6.1	117
tt0025139	7.4	16
tt0025151	6.5	217
tt0025189	6.7	251
tt0025191	6.6	271
tt0025239	6.7	156
tt0025336	5.2	16
tt0025493	7.2	3045
tt0025523	6.1	238
tt0025526	6.9	21
tt0025591	7.3	1603
tt0025610	7.0	2041
tt0025747	5.2	388
tt0025844	6.4	292
tt0025915	5.5	55
tt0026005	5.2	41
tt0026027	6.0	169
tt0026042	5.6	55
tt0026047	5.9	183
tt0026174	7.7	14847
tt0026249	6.5	1179
tt0026452	7.0	1998
tt0026460	6.6	31
tt0026584	7.2	39
tt0026588	7.2	60
tt0026612	4.8	123
tt0026677	6.6	62
tt0026705	6.6	129
tt0026903	4.0	81
tt0026940	6.1	46
tt0026993	6.0	10
tt0027131	6.0	878
tt0027155	6.5	14
tt0027196	5.9	225
tt0027238	7.1	25
tt0027338	5.7	49
tt0027400	5.4	124
tt0027444	6.2	161
tt0027470	5.0	151
tt0027628	6.0	9
tt0027657	5.8	1605
tt0027660	6.2	298
tt0027754	5.6	229
tt0027774	6.2	45
tt0027818	6.6	273
tt0027819	6.1	18
tt0027866	5.7	98
tt0028004	5.6	370
tt0028005	7.1	15
tt0028016	7.7	21
tt0028071	6.2	28
tt0028096	7.5	14218
tt0028171	6.1	14
tt0028207	6.7	1345
tt0028212	7.0	17554
tt0028329	5.9	133
tt0028352	6.6	803
tt0028357	6.5	74
tt0028359	6.2	163
tt0028378	7.5	2530
tt0028402	5.4	125
tt0028464	5.9	291
tt0028603	5.9	294
tt0028613	7.5	16
tt0028740	6.6	21
tt0028852	6.5	217
tt0028882	6.3	459
tt0028943	5.5	98
tt0029009	5.6	157
tt0029036	6.1	449
tt0029039	7.1	107
tt0029047	6.7	2483
tt0029087	6.8	1342
tt0029135	6.4	47
tt0029160	7.5	33
tt0029217	7.1	4436
tt0029238	5.8	123
tt0029309	6.3	1008
tt0029311	6.2	447
tt0029395	6.5	967
tt0029405	7.2	208
tt0029453	7.7	7711
tt0029492	7.1	105
tt0029529	6.2	470
tt0029594	6.5	824
tt0029606	7.3	10182
tt0029617	5.7	212
tt0029626	6.2	814
tt0029682	7.2	7855
tt0029709	5.8	172
tt0029747	7.6	8600
tt0029751	6.9	1824
tt0029772	5.6	52
tt0029860	6.1	23
tt0029870	7.9	22100
tt0029921	5.7	118
tt0029950	6.6	730
tt0030002	6.1	524
tt0030011	7.2	131
tt0030021	6.2	230
tt0030027	6.8	21
tt0030051	5.7	64
tt0030195	6.4	67
tt0030216	6.0	893
tt0030252	7.6	2914
tt0030295	6.6	430
tt0030341	7.8	54059
tt0030484	6.1	100
tt0030490	6.3	70
tt0030652	7.0	903
tt0030705	6.3	12
tt0030727	6.2	424
tt0030775	6.7	531
tt0030777	5.1	48
tt0030808	6.0	253
tt0030824	6.6	2227
tt0030884	6.5	399
tt0030897	5.4	89
tt0031178	6.7	521
tt0031208	5.7	1404
tt0031247	5.2	57
tt0031277	6.7	146
tt0031299	6.2	666
tt0031334	7.4	6281
tt0031337	6.3	22
tt0031346	6.6	806
tt0031397	6.6	4528
tt0031466	6.4	672
tt0031503	7.1	596
tt0031512	5.7	25
tt0031537	6.9	70
tt0031563	4.7	39
tt0031593	7.3	5896
tt0031602	6.3	3769
tt0031693	7.6	18
tt0031708	6.6	915
tt0031761	6.1	269
tt0031773	7.2	30
tt0031789	6.6	11
tt0031842	6.5	1117
tt0031891	6.4	854
tt0031957	5.9	140
tt0031973	7.0	1459
tt0032015	6.0	357
tt0032030	6.9	399
tt0032086	6.9	271
tt0032138	8.1	405612
tt0032187	6.7	18
tt0032218	6.3	58
tt0032256	5.8	527
tt0032265	4.0	15
tt0032269	7.1	561
tt0032367	6.4	44
tt0032420	6.9	318
tt0032428	5.5	276
tt0032440	5.8	43
tt0032457	5.4	1188
tt0032467	6.6	1916
tt0032599	7.8	60162
tt0032601	5.0	60
tt0032618	5.1	124
tt0032653	5.0	3255
tt0032720	5.7	76
tt0032788	6.6	525
tt0032835	5.6	31
tt0032836	7.7	16
tt0033021	6.2	3953
tt0033083	6.3	200
tt0033092	6.0	141
tt0033138	5.9	250
tt0033145	6.1	234
tt0033167	6.5	531
tt0033231	5.0	28
tt0033238	7.7	10384
tt0033356	7.1	1766
tt0033408	6.6	475
tt0033435	5.7	358
tt0033526	5.3	134
tt0033608	6.4	306
tt0033717	7.5	17959
tt0033755	8.0	557
tt0033825	4.1	13
tt0033835	6.2	84
tt0033900	6.0	151
tt0033930	5.8	37
tt0033942	5.7	307
tt0033945	7.1	2452
tt0033987	6.8	1792
tt0033993	7.1	71
tt0034076	5.8	535
tt0034093	7.2	1370
tt0034124	6.2	69
tt0034146	5.7	499
tt0034175	6.6	2832
tt0034184	6.5	764
tt0034199	6.6	590
tt0034241	7.1	1741
tt0034260	7.0	124
tt0034266	6.4	3036
tt0034370	6.3	1089
tt0034393	6.4	105
tt0034398	7.2	28371
tt0034418	7.3	14
tt0034541	6.3	81
tt0034607	6.8	22
tt0034654	6.1	240
tt0034704	7.5	92
tt0034746	7.0	3661
tt0034753	7.4	1297
tt0034870	7.3	625
tt0034883	5.4	198
tt0034919	6.8	825
tt0034996	6.2	158
tt0035018	6.2	457
tt0035024	5.4	22
tt0035123	6.2	783
tt0035154	6.5	35
tt0035279	7.1	26557
tt0035280	6.7	82
tt0035326	5.5	38
tt0035336	6.5	93
tt0035384	8.4	29
tt0035450	6.0	185
tt0035575	7.6	16022
tt0035628	6.2	29
tt0035636	7.3	1652
tt0035651	6.6	278
tt0035669	5.6	367
tt0035703	7.1	3139
tt0035735	6.6	548
tt0035799	7.1	5364
tt0035856	6.2	752
tt0035862	6.3	226
tt0035899	6.4	9291
tt0035942	6.8	2093
tt0036126	7.2	2987
tt0036172	7.7	6993
tt0036241	5.4	4681
tt0036342	7.8	66906
tt0036348	6.9	4785
tt0036393	6.8	85
tt0036418	6.2	945
tt0036591	6.3	1303
tt0036625	6.2	180
tt0036762	4.5	103
tt0036855	7.8	30554
tt0036868	8.1	66084
tt0036883	5.5	14
tt0036910	7.0	6665
tt0036952	6.6	581
tt0036969	7.5	9006
tt0036972	5.6	284
tt0037021	6.9	82
tt0037024	7.1	3716
tt0037055	7.2	3742
tt0037147	7.6	1112
tt0037154	6.7	683
tt0037232	7.1	203
tt0037263	7.4	2808
tt0037382	7.8	35825
tt0037469	7.6	16695
tt0037576	6.3	1861
tt0037595	7.3	10827
tt0037646	6.7	24
tt0037653	5.0	30
tt0037661	6.9	517
tt0037690	6.4	733
tt0037701	5.4	260
tt0037771	6.6	1402
tt0037793	5.7	5737
tt0037801	6.0	226
tt0037832	6.2	1201
tt0037852	5.0	60
tt0037870	6.9	392
tt0037885	7.1	1613
tt0037936	6.8	249
tt0038056	6.3	1466
tt0038057	7.8	17594
tt0038109	7.5	49680
tt0038120	7.2	3341
tt0038127	6.3	17
tt0038162	5.8	144
tt0038166	6.3	14612
tt0038377	6.3	325
tt0038492	6.9	4863
tt0038574	7.8	25106
tt0038594	6.0	38
tt0038615	6.1	690
tt0038629	6.3	342
tt0038650	8.6	467225
tt0038681	6.0	22
tt0038684	6.3	87
tt0038747	6.7	680
tt0038787	7.9	102767
tt0038792	5.2	20
tt0038926	5.4	259
tt0038955	6.6	429
tt0039050	5.9	142
tt0039090	7.1	3675
tt0039150	6.9	212
tt0039233	7.1	237
tt0039234	6.6	234
tt0039277	6.1	1333
tt0039394	6.5	540
tt0039404	6.4	8673
tt0039433	7.1	353
tt0039471	6.5	102
tt0039472	5.8	455
tt0039536	7.4	8870
tt0039543	6.5	346
tt0039596	6.2	401
tt0039712	6.5	282
tt0039739	7.7	6080
tt0039793	7.5	261
tt0039821	6.7	251
tt0039823	7.1	554
tt0039852	6.4	225
tt0039882	7.1	48
tt0040068	7.3	18203
tt0040098	6.6	2814
tt0040137	6.8	924
tt0040157	5.7	58
tt0040221	7.0	4077
tt0040282	6.3	108
tt0040309	6.1	204
tt0040331	6.2	2491
tt0040407	6.8	406
tt0040416	7.6	17405
tt0040497	7.2	8606
tt0040501	5.6	795
tt0040506	7.7	41887
tt0040507	6.0	263
tt0040536	7.9	12823
tt0040549	5.0	11
tt0040559	6.7	765
tt0040609	6.9	91
tt0040626	5.7	1089
tt0040653	6.4	35
tt0040730	6.1	212
tt0040731	6.2	18
tt0040746	7.9	146242
tt0040809	6.9	766
tt0040834	7.2	3958
tt0040876	7.1	6491
tt0040897	8.2	126356
tt0040908	6.5	7
tt0040920	5.0	698
tt0040927	4.5	12
tt0040970	7.6	1642
tt0041125	6.2	160
tt0041154	8.2	17687
tt0041172	6.9	2611
tt0041200	5.2	54
tt0041209	5.5	157
tt0041237	6.7	40
tt0041270	7.1	29
tt0041306	7.1	669
tt0041448	7.4	14
tt0041453	6.6	330
tt0041474	7.0	249
tt0041486	6.0	330
tt0041487	7.3	3854
tt0041506	7.5	577
tt0041571	6.1	1400
tt0041615	7.0	2725
tt0041616	6.1	244
tt0041674	6.0	12
tt0041681	5.7	13
tt0041692	6.5	14
tt0041716	7.3	17946
tt0041749	6.1	201
tt0041786	7.1	5239
tt0041838	6.8	8317
tt0041842	7.8	2478
tt0041847	6.6	1318
tt0041859	7.8	9412
tt0041875	6.9	10
tt0041876	6.1	26
tt0041891	6.1	439
tt0041948	6.5	1049
tt0041958	7.5	6474
tt0041967	6.3	2318
tt0041979	6.4	76
tt0041983	6.4	1473
tt0042040	7.1	6158
tt0042041	8.1	33816
tt0042144	7.7	33
tt0042194	6.1	239
tt0042195	5.9	1242
tt0042200	6.9	5009
tt0042208	7.8	28079
tt0042324	6.0	1502
tt0042326	6.8	294
tt0042341	5.5	20
tt0042387	6.2	252
tt0042464	6.8	4007
tt0042475	7.2	344
tt0042477	7.3	3790
tt0042507	8.1	17
tt0042522	7.0	740
tt0042553	5.9	594
tt0042564	6.2	11
tt0042575	7.0	375
tt0042579	7.1	3708
tt0042594	6.1	20
tt0042626	6.7	21
tt0042644	6.5	2104
tt0042648	7.1	2226
tt0042656	4.4	32
tt0042674	6.1	554
tt0042731	5.1	43
tt0042739	5.9	77
tt0042810	7.0	801
tt0042815	5.1	65
tt0042896	5.9	144
tt0042897	4.9	2345
tt0042951	6.1	101
tt0042982	6.1	553
tt0043015	5.8	143
tt0043019	5.0	514
tt0043045	7.0	579
tt0043132	7.6	9396
tt0043153	7.2	3629
tt0043155	7.1	510
tt0043156	5.3	79
tt0043161	4.0	129
tt0043258	6.7	16
tt0043263	5.4	141
tt0043302	6.5	82
tt0043303	7.2	1519
tt0043311	6.7	69
tt0043363	6.8	632
tt0043391	6.0	159
tt0043436	7.0	896
tt0043457	5.9	157
tt0043503	7.2	5307
tt0043505	5.8	108
tt0043563	6.4	15
tt0043566	6.0	77
tt0043577	6.2	508
tt0043607	9.0	6
tt0043608	6.0	171
tt0043644	7.0	764
tt0043682	6.2	182
tt0043760	7.1	469
tt0043768	5.4	47
tt0043778	5.7	2899
tt0043795	6.2	201
tt0043906	6.1	199
tt0043944	4.6	31
tt0043959	7.1	2916
tt0043970	6.2	16
tt0043992	6.1	1055
tt0044030	6.9	5136
tt0044036	5.9	323
tt0044059	6.0	467
tt0044103	7.1	3607
tt0044118	6.1	382
tt0044125	6.2	798
tt0044170	7.3	911
tt0044313	7.5	811
tt0044331	6.6	2739
tt0044444	4.8	180
tt0044446	6.8	2139
tt0044502	7.0	6679
tt0044598	5.7	22
tt0044630	5.8	190
tt0044663	6.9	424
tt0044664	4.8	12
tt0044745	7.5	736
tt0044753	6.2	919
tt0044760	6.7	9691
tt0044812	6.6	31
tt0044818	5.8	73
tt0044859	6.4	396
tt0044876	7.3	10200
tt0044921	6.0	69
tt0044937	7.1	3095
tt0044954	7.7	8094
tt0044972	5.7	30
tt0044976	7.5	51
tt0044985	6.8	151
tt0045020	6.0	286
tt0045040	6.9	106
tt0045061	7.7	39789
tt0045081	7.2	2541
tt0045094	6.4	4975
tt0045175	5.7	804
tt0045191	6.1	700
tt0045197	6.6	2068
tt0045220	5.8	496
tt0045249	6.0	142
tt0045294	6.6	1042
tt0045349	5.2	29
tt0045403	7.5	10
tt0045431	8.2	215
tt0045478	6.7	283
tt0045494	6.2	1032
tt0045555	7.9	27400
tt0045585	8.0	2759
tt0045630	5.5	582
tt0045641	6.0	44
tt0045646	7.3	735
tt0045794	6.1	9
tt0045815	6.3	287
tt0045821	6.7	110
tt0045977	5.2	50
tt0046000	7.3	3738
tt0046030	5.7	131
tt0046159	6.9	1994
tt0046187	7.6	15141
tt0046223	5.7	486
tt0046249	7.2	428
tt0046267	6.8	654
tt0046269	5.8	2014
tt0046271	6.0	158
tt0046279	6.6	548
tt0046280	6.4	1967
tt0046303	7.6	41890
tt0046325	4.4	15
tt0046359	8.0	56660
tt0046399	6.3	168
tt0046427	6.3	377
tt0046429	7.3	1708
tt0046432	6.0	841
tt0046441	6.1	132
tt0046470	6.9	630
tt0046480	6.5	558
tt0046491	5.9	255
tt0046547	6.1	702
tt0046548	7.1	57
tt0046593	8.4	2097
tt0046618	8.3	108
tt0046737	6.2	105
tt0046806	6.7	6018
tt0046828	6.7	5482
tt0046851	8.0	4622
tt0046865	6.3	561
tt0046868	6.0	26
tt0046894	6.4	553
tt0046896	6.3	881
tt0046899	6.6	4007
tt0046906	6.6	1497
tt0046907	4.8	1713
tt0046910	5.5	13
tt0046936	6.3	1037
tt0047044	5.9	143
tt0047091	6.1	28
tt0047112	6.0	235
tt0047136	7.6	18473
tt0047162	6.2	3939
tt0047188	5.8	499
tt0047261	5.6	21
tt0047315	7.7	272
tt0047323	5.4	197
tt0047406	4.4	231
tt0047424	6.6	969
tt0047432	6.7	653
tt0047484	6.8	598
tt0047504	2.8	28
tt0047507	3.2	1138
tt0047567	5.8	259
tt0047579	6.5	989
tt0047590	5.2	878
tt0047630	6.6	4311
tt0047781	8.3	108
tt0047788	6.6	321
tt0047818	6.8	148
tt0047835	5.2	147
tt0047871	6.0	498
tt0047880	6.8	3847
tt0047886	6.3	140
tt0047898	4.1	7314
tt0047958	7.0	640
tt0048044	5.5	634
tt0048065	6.6	279
tt0048078	5.1	899
tt0048094	5.1	89
tt0048152	6.4	201
tt0048216	7.0	3706
tt0048230	6.3	224
tt0048258	4.8	139
tt0048274	5.5	46
tt0048301	6.1	227
tt0048353	6.5	242
tt0048390	7.5	651
tt0048425	6.9	445
tt0048458	5.5	315
tt0048467	7.2	51
tt0048470	6.2	207
tt0048473	8.3	34235
tt0048513	6.5	859
tt0048533	7.1	55
tt0048576	7.7	873
tt0048610	7.3	1052
tt0048724	6.6	2212
tt0048770	6.2	51
tt0049006	6.9	5573
tt0049009	7.0	210
tt0049012	8.0	6096
tt0049087	7.1	344
tt0049092	3.7	3676
tt0049104	6.9	308
tt0049115	3.8	344
tt0049153	6.3	185
tt0049177	6.2	2056
tt0049182	6.0	578
tt0049185	7.2	176
tt0049233	7.3	7307
tt0049234	4.7	183
tt0049257	6.5	139
tt0049287	3.7	1706
tt0049343	5.8	118
tt0049349	7.3	22
tt0049363	4.4	2941
tt0049372	6.4	302
tt0049414	6.7	4048
tt0049431	6.3	1688
tt0049456	7.3	11971
tt0049513	7.3	20591
tt0049593	6.1	1645
tt0049681	5.2	6
tt0049696	6.4	1389
tt0049755	6.1	359
tt0049828	6.0	171
tt0049841	6.4	382
tt0049940	6.1	194
tt0049949	6.9	6610
tt0049972	7.5	31
tt0050017	7.5	81
tt0050039	8.2	266
tt0050091	7.5	1789
tt0050194	7.6	1486
tt0050209	7.0	424
tt0050230	4.7	194
tt0050237	7.5	851
tt0050252	6.2	880
tt0050265	5.3	160
tt0050280	7.0	11721
tt0050321	6.5	122
tt0050350	6.0	63
tt0050397	6.0	1783
tt0050424	6.6	1078
tt0050431	5.6	30
tt0050468	7.2	16293
tt0050489	6.4	41
tt0050556	6.5	9190
tt0050628	6.4	110
tt0050658	7.1	16088
tt0050670	6.2	330
tt0050725	5.4	1378
tt0050737	6.1	701
tt0050740	6.5	187
tt0050762	7.2	1810
tt0050797	6.3	559
tt0050863	6.1	43
tt0050873	6.8	4183
tt0050882	6.3	4042
tt0050905	6.1	201
tt0050950	7.1	71
tt0050954	6.4	310
tt0050987	7.5	2733
tt0051002	6.3	14
tt0051133	6.2	975
tt0051173	4.6	868
tt0051186	5.7	29
tt0051221	6.5	2078
tt0051345	6.8	77
tt0051349	5.2	757
tt0051365	7.6	10374
tt0051394	5.4	238
tt0051405	6.2	315
tt0051406	6.8	11874
tt0051435	6.7	2920
tt0051439	6.8	109
tt0051457	7.2	448
tt0051469	7.1	654
tt0051616	5.9	93
tt0051655	6.6	1408
tt0051734	5.8	12
tt0051745	6.6	9038
tt0051753	7.4	321
tt0051785	7.1	16
tt0051795	6.1	42
tt0051829	5.1	38
tt0052050	7.0	3537
tt0052065	6.7	49
tt0052070	5.9	90
tt0052097	6.8	1962
tt0052110	6.0	158
tt0052242	6.3	431
tt0052280	6.3	242
tt0052282	5.0	121
tt0052291	5.8	349
tt0052296	7.6	3395
tt0052327	7.0	842
tt0052357	8.3	406559
tt0052397	7.5	284
tt0052407	6.2	118
tt0052507	7.8	4291
tt0052533	5.6	43
tt0052591	6.4	21
tt0052614	7.1	67
tt0052629	6.4	304
tt0052686	5.2	165
tt0052756	5.9	12
tt0052757	6.2	58
tt0052759	7.0	331
tt0052771	6.4	975
tt0052773	5.9	182
tt0052832	7.1	6641
tt0052932	5.0	318
tt0052939	7.3	440
tt0052958	7.2	104
tt0053031	6.1	79
tt0053059	6.1	94
tt0053065	7.2	1310
tt0053107	9.0	29
tt0053125	8.3	331474
tt0053143	7.2	14870
tt0053151	7.2	97
tt0053178	6.2	8
tt0053225	6.5	364
tt0053242	7.2	1981
tt0053253	5.3	105
tt0053279	7.2	2225
tt0053312	6.6	14
tt0053338	5.7	22
tt0053346	5.6	324
tt0053445	6.3	893
tt0053448	6.6	260
tt0053501	7.8	33
tt0053525	7.1	4037
tt0053676	5.2	39
tt0053714	7.1	254
tt0053719	6.7	7903
tt0053729	7.0	3960
tt0053747	7.5	56
tt0053807	7.3	100
tt0053834	8.9	45
tt0053850	4.7	575
tt0053864	7.1	254
tt0053903	5.2	343
tt0053935	7.7	6057
tt0053936	6.1	380
tt0054038	5.5	4174
tt0054067	7.1	16392
tt0054068	7.1	769
tt0054119	7.3	1406
tt0054120	6.0	324
tt0054135	6.5	23803
tt0054177	7.1	7689
tt0054197	6.3	1635
tt0054271	5.5	384
tt0054326	7.1	1655
tt0054333	2.6	4087
tt0054357	7.1	16953
tt0054362	6.6	41
tt0054415	3.2	1264
tt0054428	6.6	8897
tt0054463	5.8	329
tt0054495	7.4	1269
tt0054656	7.3	62
tt0054692	6.1	6857
tt0054693	6.3	169
tt0054740	6.2	672
tt0054756	5.8	3762
tt0054819	5.2	25
tt0054878	4.8	170
tt0054953	7.5	52585
tt0055012	6.4	76
tt0055126	7.4	70
tt0055138	7.1	230
tt0055156	6.2	177
tt0055181	7.4	156
tt0055184	7.2	21548
tt0055191	6.2	366
tt0055207	6.7	7865
tt0055256	7.9	21788
tt0055283	7.0	760
tt0055302	5.3	376
tt0055307	6.7	781
tt0055408	3.8	1424
tt0055458	5.2	1122
tt0055502	6.3	196
tt0055564	5.1	219
tt0055570	5.9	25
tt0055585	6.1	349
tt0055630	8.2	124425
tt0055651	6.0	156
tt0055708	8.5	4006
tt0055790	6.2	92
tt0055861	6.9	244
tt0055866	4.7	142
tt0055892	7.2	3145
tt0055934	6.0	111
tt0055992	6.5	2776
tt0056014	6.1	900
tt0056020	5.5	114
tt0056022	5.7	217
tt0056041	5.6	106
tt0056058	8.6	59170
tt0056103	5.0	98
tt0056193	7.5	103686
tt0056216	6.1	526
tt0056265	5.9	169
tt0056285	6.3	967
tt0056291	7.4	22526
tt0056345	6.4	121
tt0056346	6.9	1702
tt0056363	5.3	226
tt0056371	6.8	2851
tt0056402	6.4	108
tt0056412	7.4	14118
tt0056496	6.4	859
tt0056615	7.2	78
tt0056645	6.7	93
tt0056651	6.0	285
tt0056664	4.7	45
tt0056732	8.0	33795
tt0056801	8.0	119990
tt0056825	7.7	5687
tt0056904	5.4	1012
tt0056991	3.6	21
tt0057008	5.5	16
tt0057015	4.6	172
tt0057091	8.0	26884
tt0057122	4.5	177
tt0057123	8.4	7
tt0057128	6.7	7661
tt0057266	3.4	16
tt0057301	6.0	250
tt0057311	6.4	849
tt0057380	6.1	1666
tt0057447	5.5	712
tt0057481	5.9	49
tt0057543	6.7	3149
tt0057551	5.2	30
tt0057555	7.4	139
tt0057616	7.0	588
tt0057646	5.8	1189
tt0057682	5.8	585
tt0057709	5.3	191
tt0057731	7.1	1061
tt0057733	7.6	22505
tt0057798	7.2	3897
tt0057840	7.3	5342
tt0057881	5.3	67
tt0057967	7.3	7372
tt0057968	5.6	90
tt0057974	5.4	402
tt0057982	7.8	1638
tt0058049	6.8	118
tt0058099	7.3	84
tt0058126	8.2	2816
tt0058144	6.8	96
tt0058150	7.7	193709
tt0058154	6.1	1809
tt0058166	7.1	1774
tt0058167	5.6	789
tt0058202	6.0	820
tt0058232	7.0	900
tt0058311	2.9	1918
tt0058385	7.8	97248
tt0058388	6.5	31
tt0058452	5.7	44
tt0058533	5.5	590
tt0058557	7.6	6920
tt0058576	7.8	16253
tt0058652	7.6	3738
tt0058653	5.6	453
tt0058665	7.1	56
tt0058691	6.4	666
tt0058700	6.7	20133
tt0058743	6.9	5222
tt0058907	8.1	52
tt0058941	2.7	14
tt0058947	6.8	16968
tt0058991	5.4	612
tt0059075	4.8	36
tt0059081	5.3	60
tt0059107	6.6	93
tt0059134	5.9	89
tt0059155	3.8	93
tt0059220	5.9	35
tt0059243	7.2	18476
tt0059260	7.1	20275
tt0059278	3.5	46
tt0059287	4.7	1529
tt0059298	5.3	925
tt0059308	5.4	451
tt0059428	6.8	217
tt0059431	5.7	1239
tt0059460	6.2	856
tt0059517	5.5	90
tt0059545	6.3	234
tt0059573	8.0	8981
tt0059601	6.5	2112
tt0059652	6.4	81
tt0059674	6.2	3551
tt0059684	6.0	68
tt0059732	7.5	571
tt0059821	6.4	6410
tt0059825	7.8	17215
tt0059850	7.2	214
tt0059861	7.4	119
tt0059871	5.6	23
tt0059904	4.9	263
tt0059945	7.2	78
tt0059971	7.6	92
tt0060020	6.9	42
tt0060034	7.2	2947
tt0060073	7.0	1695
tt0060080	5.2	42
tt0060137	5.6	285
tt0060140	5.9	369
tt0060150	6.8	481
tt0060173	6.0	520
tt0060182	7.2	6613
tt0060191	6.9	36
tt0060196	8.8	768539
tt0060278	5.9	4203
tt0060302	4.5	533
tt0060484	6.8	782
tt0060486	7.1	1102
tt0060499	6.7	34
tt0060529	7.3	1135
tt0060548	6.1	3464
tt0060625	6.5	94
tt0060640	5.8	1458
tt0060641	6.2	435
tt0060661	6.5	1729
tt0060710	7.0	25
tt0060737	5.7	347
tt0060747	7.4	1859
tt0060753	1.6	6478
tt0060848	5.1	984
