title_id	parent_tv_show_title_id	season_number	episode_number
tt0199382	tt0046593	10	15
tt0203697	tt0046593	7	6
tt0205814	tt0046593	8	4
tt0205934	tt0046593	8	10
tt0212113	tt0046593	1	4
tt0215813	tt0046593	23	9
tt0217755	tt0200358	32	13
tt0222227	tt0046593	15	20
tt0222301	tt0046593	20	10
tt0225379	tt0046593	28	10
tt0226916	tt0227912	1	24
tt0228233	tt0108749	6	1
tt0229342	tt0046593	8	26
tt0229352	tt0108749	5	1
tt0229353	tt0108749	6	2
tt0229674	tt0046593	6	15
tt0230153	tt0108749	6	3
tt0231487	tt0108749	6	4
tt0233529	tt0046593	33	15
tt0234227	tt0046593	32	23
tt0235681	tt0094525	7	2
tt0236523	tt0094525	7	1
tt0238966	tt0092400	10	23
tt0239644	tt0046593	5	20
tt0239714	tt0247120	1	1
tt0244084	tt0046593	34	23
tt0244952	tt0094525	3	10
tt0245183	tt0094525	5	8
tt0247996	tt0200358	38	13
tt0248506	tt0088621	14	1
tt0248507	tt0088621	16	1
tt0248508	tt0088621	14	5
tt0248509	tt0088621	16	3
tt0248510	tt0088621	15	1
tt0248511	tt0088621	16	4
tt0248512	tt0088621	17	1
tt0248513	tt0088621	15	4
tt0248514	tt0088621	17	2
tt0248736	tt0200358	3	12
tt0249397	tt0046593	28	19
tt0249482	tt0108749	4	1
tt0251471	tt0200358	38	16
tt0260410	tt0088621	13	7
tt0261337	tt0088621	16	2
tt0263036	tt0046593	4	25
tt0264321	tt0046593	30	4
tt0265527	tt0046593	5	2
tt0265840	tt0088621	17	3
tt0266213	tt0055708	30	120
tt0267888	tt0046593	15	21
tt0272586	tt0108749	7	2
tt0272587	tt0108749	7	1
tt0272675	tt0200358	1	6
tt0273180	tt0108749	7	3
tt0273546	tt0108749	7	4
tt0274326	tt0046593	3	10
tt0274469	tt0108749	7	5
tt0274777	tt0046593	4	4
tt0275312	tt0108749	7	6
tt0276081	tt0108749	7	7
tt0276085	tt0214341	3	1
tt0276086	tt0214341	3	2
tt0276087	tt0214341	3	3
tt0276089	tt0214341	4	17
tt0276090	tt0214341	4	18
tt0276115	tt0094525	8	1
tt0278634	tt0094525	8	2
tt0278971	tt0046593	2	26
tt0285749	tt0046593	24	6
tt0286639	tt0046593	30	15
tt0287125	tt0046593	21	17
tt0289404	tt0200358	29	9
tt0292497	tt0094525	6	4
tt0295222	tt0108757	1	1
tt0295717	tt0088621	12	4
tt0296345	tt0281446	2	1
tt0297118	tt0046593	20	3
tt0299698	tt0046593	12	24
tt0300247	tt0106080	3	14
tt0301200	tt0046593	33	21
tt0301201	tt0046593	14	16
tt0303921	tt0108749	8	2
tt0303922	tt0108749	8	1
tt0304762	tt0200358	31	19
tt0304784	tt0098924	1	0
tt0306362	tt0046593	14	24
tt0306552	tt0200358	40	5
tt0306739	tt0108749	8	3
tt0306740	tt0108749	8	4
tt0307648	tt0046593	31	6
tt0308593	tt0312172	1	1
tt0309740	tt0200358	39	2
tt0311882	tt0088621	18	1
tt0314753	tt0088621	18	2
tt0317326	tt0046593	30	14
tt0318472	tt0046593	30	17
tt0326203	tt0200358	41	6
tt0327174	tt0088621	18	4
tt0327656	tt0108749	9	4
tt0328911	tt0200358	36	10
tt0330365	tt0046593	8	13
tt0330959	tt0088621	18	3
tt0332406	tt0200358	33	12
tt0341996	tt0200358	35	5
tt0344411	tt0246619	1	14
tt0345607	tt0046593	4	22
tt0348034	tt0096697	1	1
tt0348049	tt0046593	25	21
tt0351298	tt0046593	2	14
tt0352453	tt0200358	40	12
tt0354083	tt0088621	17	5
tt0354084	tt0088621	17	4
tt0359183	tt0108749	9	3
tt0359184	tt0108749	9	1
tt0359185	tt0108749	9	2
tt0360057	tt0088621	19	6
tt0360058	tt0088621	19	1
tt0362215	tt0088621	13	1
tt0362635	tt0200358	12	8
tt0366067	tt0200358	32	17
tt0368147	tt0200358	40	10
tt0376026	tt0200358	7	10
tt0377047	tt0200358	8	13
tt0378408	tt0200358	39	11
tt0384051	tt0108749	10	4
tt0390778	tt0088621	12	7
tt0390779	tt0088621	10	5
tt0391481	tt0088621	11	6
tt0392952	tt0094525	9	1
tt0393602	tt0094525	9	4
tt0394386	tt0084987	16	21
tt0394446	tt0046593	5	16
tt0394635	tt0092381	4	9
tt0394829	tt0200358	39	7
tt0394838	tt0094525	3	7
tt0394893	tt0121955	1	1
tt0394945	tt0046593	6	22
tt0394971	tt0057798	1	23
tt0395597	tt0200358	42	2
tt0398545	tt0094525	4	2
tt0401045	tt0200358	39	12
tt0402444	tt0094525	9	2
tt0402635	tt0046593	2	11
tt0406516	tt0094525	9	3
tt0408239	tt0088621	20	3
tt0415759	tt0108749	11	3
tt0418494	tt0907702	1	1
tt0418769	tt0320808	2	20
tt0421192	tt0108749	10	2
tt0421193	tt0108749	10	3
tt0421194	tt0108749	10	1
tt0435250	tt0200358	30	6
tt0437907	tt0096555	19	17
tt0442665	tt0108749	11	1
tt0443486	tt0108749	11	2
tt0454786	tt0200358	29	16
tt0458217	tt0121955	8	3
tt0465569	tt0094525	10	1
tt0467432	tt0094525	4	1
tt0469002	tt0383126	3	18
tt0469870	tt0874608	1	0
tt0472575	tt0907702	1	2
tt0477197	tt0907702	1	3
tt0478226	tt0094525	10	2
tt0478227	tt0094525	10	4
tt0479977	tt0094525	10	3
tt0483458	tt0094525	1	3
tt0483459	tt0094525	1	1
tt0483460	tt0094525	1	8
tt0484896	tt0088621	22	3
tt0488983	tt0096555	20	17
tt0491230	tt0907702	1	5
tt0491231	tt0907702	1	4
tt0495738	tt0200358	7	7
tt0495914	tt0907702	1	6
tt0495995	tt0108749	12	2
tt0497363	tt0108749	12	1
tt0497748	tt0108749	12	3
tt0497749	tt0108749	12	4
tt0498533	tt1711895	1	4
tt0503030	tt0439341	1	15
tt0503031	tt0439341	2	11
tt0504655	tt0105929	2	6
tt0504656	tt0105929	1	5
tt0504657	tt0105929	5	5
tt0504658	tt0105929	5	2
tt0504659	tt0105929	5	1
tt0504660	tt0105929	5	8
tt0504662	tt0105929	2	2
tt0504663	tt0105929	4	4
tt0504664	tt0105929	5	7
tt0504665	tt0105929	1	1
tt0504666	tt0105929	1	2
tt0504667	tt0105929	3	5
tt0504668	tt0105929	4	2
tt0504669	tt0105929	1	3
tt0504670	tt0105929	4	7
tt0504671	tt0105929	3	2
tt0504672	tt0105929	2	1
tt0504673	tt0105929	5	4
tt0504674	tt0105929	1	4
tt0504675	tt0105929	3	4
tt0504676	tt0105929	1	6
tt0504677	tt0105929	4	6
tt0504678	tt0105929	2	3
tt0504679	tt0105929	2	4
tt0504680	tt0105929	5	3
tt0504681	tt0105929	4	1
tt0504682	tt0105929	4	3
tt0504683	tt0105929	2	5
tt0504684	tt0105929	5	6
tt0504685	tt0105929	3	3
tt0504686	tt0105929	4	5
tt0504687	tt0105929	3	6
tt0504688	tt0105929	3	7
tt0504689	tt0105929	5	9
tt0505871	tt0046593	11	18
tt0505872	tt0046593	11	17
tt0505957	tt0320808	1	19
tt0505958	tt0320808	1	3
tt0505959	tt0320808	2	13
tt0505960	tt0320808	3	5
tt0505961	tt0320808	1	4
tt0505962	tt0320808	1	9
tt0505963	tt0320808	2	6
tt0505964	tt0320808	3	7
tt0505966	tt0320808	1	12
tt0505967	tt0320808	1	10
tt0505968	tt0320808	2	11
tt0505969	tt0320808	2	17
tt0505970	tt0320808	1	2
tt0505971	tt0320808	2	3
tt0505972	tt0320808	1	14
tt0505973	tt0320808	1	15
tt0505974	tt0320808	2	2
tt0505975	tt0320808	2	7
tt0505976	tt0320808	1	11
tt0505977	tt0320808	1	7
tt0505978	tt0320808	1	16
tt0505979	tt0320808	2	10
tt0505980	tt0320808	2	9
tt0505981	tt0320808	3	16
tt0511629	tt0397306	1	9
tt0511630	tt0397306	1	10
tt0511631	tt0397306	1	8
tt0511632	tt0397306	1	11
tt0511633	tt0397306	1	7
tt0511634	tt0397306	1	18
tt0511635	tt0397306	1	4
tt0511636	tt0397306	1	6
tt0511637	tt0397306	1	16
tt0511638	tt0397306	1	1
tt0511639	tt0397306	1	5
tt0511640	tt0397306	1	17
tt0511641	tt0397306	1	3
tt0511642	tt0397306	1	12
tt0511643	tt0397306	1	13
tt0511644	tt0397306	1	14
tt0511645	tt0397306	1	15
tt0511646	tt0397306	1	2
tt0511810	tt0319931	1	23
tt0511811	tt0319931	1	24
tt0511812	tt0319931	2	1
tt0511813	tt0319931	2	12
tt0511814	tt0319931	2	13
tt0511815	tt0319931	2	14
tt0511816	tt0319931	2	16
tt0511817	tt0319931	2	18
tt0511818	tt0319931	2	20
tt0511819	tt0319931	2	22
tt0511820	tt0319931	2	24
tt0511821	tt0319931	2	25
tt0511822	tt0319931	2	26
tt0511823	tt0319931	2	29
tt0511824	tt0319931	2	30
tt0511825	tt0319931	2	31
tt0511826	tt0319931	2	32
tt0511827	tt0319931	2	33
tt0511828	tt0319931	2	35
tt0511829	tt0319931	2	36
tt0511830	tt0319931	2	38
tt0511831	tt0319931	2	4
tt0511832	tt0319931	2	7
tt0511833	tt0319931	3	1
tt0511834	tt0319931	3	10
tt0511835	tt0319931	3	15
tt0511836	tt0319931	3	17
tt0511837	tt0319931	3	18
tt0511838	tt0319931	3	20
tt0511839	tt0319931	3	21
tt0511840	tt0319931	3	22
tt0511841	tt0319931	3	23
tt0511842	tt0319931	3	25
tt0511843	tt0319931	3	26
tt0511844	tt0319931	3	27
tt0511845	tt0319931	3	28
tt0511846	tt0319931	3	29
tt0511847	tt0319931	3	30
tt0511848	tt0319931	3	31
tt0511849	tt0319931	3	37
tt0511850	tt0319931	3	39
tt0511851	tt0319931	3	4
tt0511852	tt0319931	3	40
tt0511853	tt0319931	3	41
tt0511854	tt0319931	3	42
tt0511855	tt0319931	3	43
tt0511856	tt0319931	3	7
tt0511857	tt0319931	3	8
tt0511858	tt0319931	3	9
tt0511859	tt0319931	4	1
tt0511860	tt0319931	4	11
tt0511861	tt0319931	4	12
tt0511862	tt0319931	4	13
tt0511863	tt0319931	4	14
tt0511864	tt0319931	4	15
tt0511865	tt0319931	4	16
tt0511866	tt0319931	4	17
tt0511867	tt0319931	4	18
tt0511868	tt0319931	4	19
tt0511869	tt0319931	4	22
tt0511870	tt0319931	4	27
tt0511871	tt0319931	4	3
tt0511872	tt0319931	4	36
tt0511873	tt0319931	4	4
tt0511874	tt0319931	4	5
tt0511875	tt0319931	4	6
tt0511876	tt0319931	4	8
tt0511877	tt0319931	4	43
tt0513371	tt0115099	2	1
tt0513372	tt0115099	2	2
tt0513373	tt0115099	2	3
tt0513374	tt0115099	2	4
tt0513375	tt0115099	2	5
tt0513376	tt0115099	2	6
tt0513377	tt0115099	1	3
tt0513378	tt0115099	1	4
tt0513379	tt0115099	1	1
tt0513380	tt0115099	1	7
tt0513381	tt0115099	1	2
tt0513382	tt0115099	1	6
tt0513383	tt0115099	1	5
tt0513384	tt0115099	1	9
tt0513385	tt0115099	1	10
tt0513386	tt0115099	1	8
tt0513387	tt0115099	1	11
tt0513513	tt0057731	1	8137
tt0513514	tt0057731	1	8753
tt0513515	tt0057731	1	8796
tt0513516	tt0057731	\N	\N
tt0513517	tt0057731	\N	\N
tt0513518	tt0057731	\N	\N
tt0513519	tt0057731	1	6324
tt0513520	tt0057731	1	6325
tt0513521	tt0057731	1	6326
tt0513522	tt0057731	1	6327
tt0513523	tt0057731	1	6328
tt0513524	tt0057731	1	4017
tt0513525	tt0057731	1	4018
tt0513526	tt0057731	\N	\N
tt0513527	tt0057731	\N	\N
tt0513528	tt0057731	\N	\N
tt0513529	tt0057731	\N	\N
tt0515429	tt0068041	1	1
tt0515430	tt0068041	1	9
tt0515431	tt0068041	2	5
tt0515432	tt0068041	2	7
tt0515433	tt0068041	1	5
tt0515434	tt0068041	1	8
tt0515435	tt0068041	2	2
tt0515436	tt0068041	2	8
tt0515437	tt0068041	2	4
tt0515438	tt0068041	1	3
tt0515439	tt0068041	2	9
tt0515440	tt0068041	1	6
tt0515441	tt0068041	2	10
tt0515442	tt0068041	1	2
tt0515443	tt0068041	2	12
tt0515444	tt0068041	1	4
tt0515445	tt0068041	2	3
tt0515446	tt0068041	1	12
tt0515447	tt0068041	1	7
tt0515448	tt0068041	1	10
tt0515449	tt0068041	2	1
tt0515450	tt0068041	2	11
tt0515451	tt0068041	1	11
tt0515452	tt0169414	6	10
tt0515453	tt0169414	2	1
tt0515454	tt0169414	5	1
tt0515455	tt0169414	1	1
tt0515456	tt0169414	8	10
tt0515457	tt0169414	5	8
tt0515458	tt0169414	9	1
tt0515459	tt0169414	6	6
tt0515460	tt0169414	6	9
tt0515461	tt0169414	8	1
tt0515462	tt0169414	7	5
tt0515463	tt0169414	\N	\N
tt0515464	tt0169414	9	5
tt0515465	tt0169414	6	7
tt0515466	tt0169414	4	10
tt0515467	tt0169414	7	9
tt0515468	tt0169414	8	3
tt0515469	tt0169414	6	1
tt0515470	tt0169414	3	1
tt0516249	tt0242241	2	16
tt0516250	tt0242241	1	5
tt0516251	tt0242241	1	10
tt0516252	tt0242241	2	14
tt0516253	tt0242241	1	2
tt0516254	tt0242241	1	8
tt0516255	tt0242241	1	7
tt0516256	tt0242241	1	4
tt0516257	tt0242241	1	9
tt0516258	tt0242241	2	11
tt0516259	tt0242241	2	1
tt0516260	tt0242241	1	1
tt0516261	tt0242241	2	13
tt0516262	tt0242241	1	11
tt0516263	tt0242241	2	9
tt0516264	tt0242241	2	8
tt0516265	tt0242241	2	10
tt0516266	tt0242241	2	7
tt0516267	tt0242241	1	13
tt0516268	tt0242241	1	12
tt0516269	tt0242241	2	17
tt0516270	tt0242241	2	6
tt0516271	tt0242241	2	12
tt0516272	tt0242241	1	6
tt0516273	tt0242241	2	3
tt0516274	tt0242241	1	3
tt0516275	tt0242241	2	4
tt0516276	tt0242241	2	5
tt0516277	tt0242241	2	15
tt0516278	tt0242241	2	2
tt0517615	tt0105946	3	3
tt0517616	tt0105946	2	4
tt0517617	tt0105946	3	13
tt0517618	tt0105946	2	8
tt0517619	tt0105946	2	6
tt0517620	tt0105946	5	10
tt0517621	tt0105946	5	4
tt0517622	tt0105946	1	18
tt0517623	tt0105946	1	19
tt0517624	tt0105946	2	12
tt0517625	tt0105946	2	11
tt0517626	tt0105946	5	16
tt0517627	tt0105946	2	15
tt0517628	tt0105946	3	20
tt0517629	tt0105946	1	8
tt0517630	tt0105946	4	9
tt0517631	tt0105946	1	20
tt0517632	tt0105946	1	10
tt0517633	tt0105946	4	19
tt0517634	tt0105946	1	3
tt0517635	tt0105946	1	12
tt0517636	tt0105946	3	11
tt0517637	tt0105946	1	22
tt0517638	tt0105946	2	21
tt0517639	tt0105946	2	18
tt0517640	tt0105946	4	12
tt0517641	tt0105946	3	2
tt0517642	tt0105946	5	15
tt0517643	tt0105946	5	8
tt0517644	tt0105946	1	9
tt0517645	tt0105946	2	19
tt0517646	tt0105946	3	6
tt0517647	tt0105946	4	20
tt0517648	tt0105946	4	7
tt0517649	tt0105946	3	7
tt0517650	tt0105946	1	16
tt0517651	tt0105946	4	4
tt0517652	tt0105946	2	10
tt0517653	tt0105946	1	15
tt0517654	tt0105946	3	19
tt0517655	tt0105946	2	13
tt0517656	tt0105946	5	9
tt0517657	tt0105946	2	16
tt0517658	tt0105946	1	4
tt0517659	tt0105946	3	15
tt0517660	tt0105946	4	18
tt0517661	tt0105946	4	6
tt0517662	tt0105946	2	17
tt0517663	tt0105946	5	5
tt0517664	tt0105946	1	17
tt0517665	tt0105946	4	11
tt0517666	tt0105946	3	1
tt0517667	tt0105946	5	14
tt0517668	tt0105946	3	8
tt0517669	tt0105946	1	1
tt0517670	tt0105946	1	6
tt0517671	tt0105946	4	14
tt0517672	tt0105946	5	17
tt0517673	tt0105946	5	1
tt0517674	tt0105946	4	15
tt0517675	tt0105946	5	21
tt0517676	tt0105946	5	20
tt0517677	tt0105946	3	4
tt0517678	tt0105946	5	11
tt0517679	tt0105946	3	9
tt0517680	tt0105946	2	1
tt0517681	tt0105946	4	10
tt0517682	tt0105946	2	2
tt0517683	tt0105946	4	21
tt0517684	tt0105946	4	13
tt0517685	tt0105946	5	7
tt0517686	tt0105946	3	10
tt0517687	tt0105946	3	21
tt0517688	tt0105946	3	14
tt0517689	tt0105946	3	12
tt0517690	tt0105946	1	13
tt0517691	tt0105946	5	22
tt0517692	tt0105946	1	2
tt0517693	tt0105946	2	7
tt0517694	tt0105946	5	6
tt0517695	tt0105946	1	11
tt0517696	tt0105946	1	14
tt0517697	tt0105946	2	9
tt0517698	tt0105946	5	13
tt0517699	tt0105946	4	22
tt0517700	tt0105946	4	16
tt0517701	tt0105946	4	17
tt0517702	tt0105946	5	18
tt0517703	tt0105946	2	22
tt0517704	tt0105946	2	3
tt0517705	tt0105946	4	1
tt0517706	tt0105946	4	8
tt0517707	tt0105946	2	5
tt0517708	tt0105946	4	5
tt0517709	tt0105946	2	20
tt0517710	tt0105946	5	3
tt0517711	tt0105946	1	5
tt0517712	tt0105946	1	21
tt0517713	tt0105946	5	12
tt0517714	tt0105946	4	3
tt0517715	tt0105946	5	2
tt0517716	tt0105946	1	7
tt0517717	tt0105946	5	19
tt0517718	tt0105946	2	14
tt0517719	tt0105946	3	5
tt0517720	tt0105946	3	18
tt0517721	tt0105946	3	16
tt0517722	tt0105946	3	17
tt0517723	tt0105946	4	2
tt0517724	tt0105946	3	22
tt0518470	tt0063868	1	18
tt0518471	tt0063868	1	1
tt0518472	tt0063868	2	28
tt0523031	tt0057733	2	9
tt0523032	tt0057733	2	32
tt0523033	tt0057733	6	8
tt0523034	tt0057733	6	26
tt0523035	tt0057733	1	33
tt0523036	tt0057733	3	15
tt0523037	tt0057733	8	24
tt0523038	tt0057733	4	29
tt0523039	tt0057733	3	5
tt0523040	tt0057733	1	19
tt0523041	tt0057733	8	9
tt0523042	tt0057733	4	8
tt0523043	tt0057733	2	12
tt0523044	tt0057733	2	2
tt0523045	tt0057733	1	15
tt0523046	tt0057733	2	15
tt0523047	tt0057733	1	29
tt0523048	tt0057733	3	4
tt0523049	tt0057733	8	14
tt0523050	tt0057733	2	1
tt0523051	tt0057733	4	11
tt0523052	tt0057733	6	5
tt0523053	tt0057733	1	12
tt0523054	tt0057733	2	18
tt0523055	tt0057733	3	24
tt0523056	tt0057733	2	11
tt0523057	tt0057733	3	26
tt0523058	tt0057733	2	26
tt0523059	tt0057733	1	2
tt0523060	tt0057733	8	5
tt0523061	tt0057733	3	31
tt0523062	tt0057733	4	7
tt0523063	tt0057733	4	3
tt0523064	tt0057733	3	25
tt0523065	tt0057733	4	5
tt0523066	tt0057733	1	36
tt0523067	tt0057733	5	15
tt0523068	tt0057733	5	16
tt0523069	tt0057733	6	10
tt0523070	tt0057733	5	27
tt0523071	tt0057733	3	8
tt0523072	tt0057733	7	22
tt0523073	tt0057733	5	4
tt0523074	tt0057733	7	5
tt0523075	tt0057733	6	11
tt0523076	tt0057733	2	29
tt0523077	tt0057733	2	33
tt0523078	tt0057733	2	28
tt0523079	tt0057733	2	23
tt0523080	tt0057733	4	4
tt0523081	tt0057733	1	26
tt0523082	tt0057733	1	35
tt0523083	tt0057733	3	6
tt0523084	tt0057733	1	22
tt0523085	tt0057733	2	21
tt0523086	tt0057733	2	30
tt0523087	tt0057733	2	31
tt0523088	tt0057733	8	21
tt0523089	tt0057733	8	22
tt0523090	tt0057733	1	30
tt0523091	tt0057733	5	22
tt0523092	tt0057733	8	10
tt0523093	tt0057733	1	5
tt0523094	tt0057733	4	21
tt0523095	tt0057733	3	18
tt0523096	tt0057733	4	24
tt0523097	tt0057733	8	1
tt0523098	tt0057733	8	2
tt0523099	tt0057733	3	30
tt0523100	tt0057733	4	16
tt0523101	tt0057733	4	28
tt0523102	tt0057733	4	15
tt0523103	tt0057733	3	23
tt0523104	tt0057733	5	11
tt0523105	tt0057733	3	10
tt0523106	tt0057733	1	1
tt0523107	tt0057733	4	20
tt0523108	tt0057733	6	27
tt0523109	tt0057733	1	32
tt0523110	tt0057733	5	13
tt0523111	tt0057733	5	8
tt0523112	tt0057733	1	3
tt0523113	tt0057733	1	11
tt0523114	tt0057733	1	16
tt0523115	tt0057733	5	5
tt0523116	tt0057733	3	29
tt0523117	tt0057733	2	10
tt0523118	tt0057733	1	10
tt0523119	tt0057733	6	23
tt0523120	tt0057733	7	27
tt0523121	tt0057733	1	21
tt0523122	tt0057733	1	6
tt0523123	tt0057733	4	1
tt0523124	tt0057733	1	13
tt0523125	tt0057733	2	17
tt0523126	tt0057733	6	30
tt0523127	tt0057733	4	32
tt0523128	tt0057733	2	34
tt0523129	tt0057733	5	21
tt0523130	tt0057733	7	15
tt0523131	tt0057733	4	23
tt0523132	tt0057733	5	6
tt0523133	tt0057733	7	21
tt0523134	tt0057733	6	28
tt0523135	tt0057733	7	23
tt0523136	tt0057733	1	4
tt0523137	tt0057733	5	20
tt0523138	tt0057733	2	19
tt0523139	tt0057733	2	13
tt0523140	tt0057733	3	13
tt0523141	tt0057733	2	4
tt0523142	tt0057733	4	14
tt0523143	tt0057733	6	6
tt0523144	tt0057733	3	28
tt0523145	tt0057733	4	6
tt0523146	tt0057733	3	32
tt0523147	tt0057733	3	1
tt0523148	tt0057733	3	11
tt0523149	tt0057733	6	25
tt0523150	tt0057733	4	18
tt0523151	tt0057733	5	17
tt0523152	tt0057733	1	28
tt0523153	tt0057733	4	9
tt0523154	tt0057733	7	24
tt0523155	tt0057733	8	6
tt0523156	tt0057733	7	6
tt0523157	tt0057733	4	26
tt0523158	tt0057733	1	25
tt0523159	tt0057733	4	22
tt0523160	tt0057733	2	38
tt0523161	tt0057733	1	23
tt0523162	tt0057733	1	34
tt0523163	tt0057733	7	2
tt0523164	tt0057733	6	1
tt0523165	tt0057733	3	17
tt0523166	tt0057733	6	12
tt0523167	tt0057733	3	12
tt0523168	tt0057733	8	25
tt0523169	tt0057733	5	9
tt0523170	tt0057733	5	2
tt0523171	tt0057733	8	16
tt0523172	tt0057733	5	10
tt0523173	tt0057733	1	14
tt0523174	tt0057733	2	20
tt0523175	tt0057733	5	26
tt0523176	tt0057733	5	30
tt0523177	tt0057733	7	28
tt0523178	tt0057733	8	3
tt0523179	tt0057733	7	19
tt0523180	tt0057733	3	14
tt0523181	tt0057733	8	18
tt0523182	tt0057733	5	3
tt0523183	tt0057733	2	24
tt0523184	tt0057733	7	7
tt0523185	tt0057733	6	15
tt0523186	tt0057733	6	3
tt0523187	tt0057733	6	4
tt0523188	tt0057733	4	17
tt0523189	tt0057733	5	7
tt0523190	tt0057733	5	28
tt0523191	tt0057733	7	4
tt0523192	tt0057733	6	16
tt0523193	tt0057733	7	26
tt0523194	tt0057733	7	12
tt0523195	tt0057733	8	15
tt0523196	tt0057733	8	4
tt0523197	tt0057733	7	10
tt0523198	tt0057733	7	8
tt0523199	tt0057733	7	9
tt0523200	tt0057733	5	25
tt0523201	tt0057733	7	25
tt0523202	tt0057733	6	18
tt0523203	tt0057733	4	30
tt0523204	tt0057733	6	9
tt0523205	tt0057733	5	29
tt0523206	tt0057733	5	14
tt0523207	tt0057733	4	12
tt0523208	tt0057733	5	1
tt0523209	tt0057733	6	2
tt0523210	tt0057733	5	18
tt0523211	tt0057733	5	19
tt0523212	tt0057733	6	14
tt0523213	tt0057733	8	23
tt0523214	tt0057733	6	22
tt0523215	tt0057733	8	17
tt0523216	tt0057733	8	19
tt0523217	tt0057733	7	13
tt0523218	tt0057733	4	19
tt0523219	tt0057733	3	16
tt0523220	tt0057733	2	14
tt0523221	tt0057733	4	33
tt0523222	tt0057733	6	20
tt0523223	tt0057733	3	19
tt0523224	tt0057733	8	8
tt0523225	tt0057733	4	27
tt0523226	tt0057733	6	19
tt0523227	tt0057733	8	20
tt0523228	tt0057733	5	23
tt0523229	tt0057733	2	6
tt0523230	tt0057733	1	31
tt0523231	tt0057733	4	10
tt0523232	tt0057733	5	24
tt0523233	tt0057733	1	18
tt0523234	tt0057733	2	35
tt0523235	tt0057733	3	20
tt0523236	tt0057733	7	11
tt0523237	tt0057733	3	27
tt0523238	tt0057733	2	22
